variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj
6.6538-3.28636*ii, -5.88513+8.88741*ii, -.647587-.202806*ii, -2.03084e-257+3.53812e-257*ii, 7.2761+3.65609*ii, 1.06144e-256+1.19672e-257*ii, .548925-.727489*ii, -1.48053-2.68894*ii, -.915757+2.00977*ii, 2.80678-2.28092*ii, -1.1467-1.46139*ii
.530049-.66227*ii, -.186247-.902277*ii, .641604+1.39111*ii, -6.85243e-81-3.68977e-81*ii, .874494+.596982*ii, -1.74484e-116-1.26897e-116*ii, .060798-.798822*ii, -1.84212-1.59392*ii, -2.24167+2.23217*ii, .567833-.418997*ii, .883859-1.59698*ii
-1.61074-.711844*ii, 1.81937-2.10718*ii, 1.93902-3.00652*ii, -1.10911e-272-7.39408e-273*ii, -.438825+.636405*ii, 0, .424735+2.23813*ii, -.404135-.925217*ii, -.385248+1.15845*ii, -1.40375-4.77792*ii, .5075-.710937*ii
.205206+.0992532*ii, -2.08585-1.23212*ii, .57157+2.00257*ii, 4.2169e-81+1.77109e-79*ii, -.045215+2.58389*ii, -2.6988e-79+4.38555e-79*ii, .0370113-.0800652*ii, 2.57818+2.15087*ii, .728173-.625957*ii, .637597-2.44065*ii, -1.50981+.464729*ii
-.213302+1.19969*ii, .121407+.65662*ii, .917408-.481126*ii, 7.93477e-52-5.63786e-52*ii, .17319-.695506*ii, 6.28364e-87-2.01076e-86*ii, -1.69612+.115669*ii, -.333983-1.66636*ii, .457299-1.09038*ii, .213648+.271988*ii, 1.66291-2.76013*ii
1.26165+3.51957*ii, -.570163+1.87953*ii, 3.87691-7.40651*ii, -1.50964e-233-1.69835e-233*ii, -.543906-.718166*ii, 0, -3.95992-1.2423*ii, -8.86914-3.41068*ii, -1.4719+.845336*ii, 5.85514+5.75484*ii, 1.01322-1.90761*ii
7.61977+5.97766*ii, 2.43842-2.46915*ii, 3.18183-.247992*ii, 7.49151e-282-3.9341e-283*ii, -3.52957+.312284*ii, 0, -1.99339-1.86997*ii, .104326-5.4866*ii, .673783-5.30924*ii, 3.57315-4.23057*ii, .238257+3.25586*ii
-3.08308-.010342*ii, -3.72108-1.35831*ii, .005006+1.52299*ii, 3.89828e-112+2.28699e-111*ii, .201788-.0884862*ii, 2.0375e-110+6.23725e-111*ii, -12.7958-5.66234*ii, 6.03275-10.3511*ii, 6.31249+2.12678*ii, 1.02503-2.83698*ii, 11.791+5.15474*ii
-1.44154+2.03823*ii, .360096-1.47743*ii, .116982-1.0503*ii, 3.02266e-77+1.29543e-77*ii, 1.74727-.723773*ii, -5.01107e-155-5.82683e-156*ii, -1.11664+.703977*ii, .447177+1.04999*ii, -1.69594-1.16619*ii, -.754811-.275521*ii, .742698+1.27838*ii
2.0004+1.94095*ii, -1.48344-.90717*ii, 1.90402-1.33167*ii, -1.60604e-207+4.86679e-208*ii, .528804+.355308*ii, 1.11936e-207-2.04405e-207*ii, 4.30538+.777643*ii, -1.07117+1.58221*ii, -4.17602-.077524*ii, -2.01627+.124087*ii, -1.32655-.758384*ii
-19.1345-.84603*ii, -2.91157-.029455*ii, 22.8496+6.35816*ii, 7.70462e-213+1.22995e-212*ii, -18.8132+89.0587*ii, 9.24342e-286+7.24964e-286*ii, .0343537+.207595*ii, 3.8987-10.7014*ii, -89.18+43.8415*ii, -33.1705-9.59261*ii, -49.2756-23.0391*ii
-.331795+.825963*ii, 1.50582+.186694*ii, -1.13366+.741658*ii, -9.10059e-120+6.58583e-119*ii, -1.26001-2.72192*ii, 1.84432e-119+1.4135e-119*ii, -.203428-.216067*ii, .327676-.570293*ii, 1.97112+1.97747*ii, -.922775+.452579*ii, -1.84511+.247599*ii
-.476699-.0690248*ii, -1.04323+.257188*ii, 1.00381-.251232*ii, -3.36051e-73+5.30606e-74*ii, .570706-.368867*ii, 1.59182e-73+6.89788e-73*ii, -.534021-.466102*ii, -.156744-2.07034*ii, -2.25023+.142706*ii, -.491298+.260131*ii, .282344-.445491*ii
1.54849+1.42953*ii, .528982+2.16698*ii, .47527-.380013*ii, -7.89292e-101+3.95553e-101*ii, -2.37391-.192709*ii, -2.85028e-100-4.24714e-101*ii, -.696588-.545635*ii, 2.90707+2.68306*ii, .833595+.925221*ii, .537445+.414439*ii, 2.38881+1.85442*ii
-.877214+.141404*ii, 1.98255-.20821*ii, 1.96705-.658014*ii, 1.16537e-155+9.78907e-155*ii, .190462+.196919*ii, 3.72917e-155-2.14427e-154*ii, -1.8551+2.66042*ii, -2.74551-1.04419*ii, 1.25775-1.26765*ii, 1.88139-.857053*ii, .246736+.658441*ii
2.25898-1.95658*ii, -2.44561+.501442*ii, 2.19023+4.37593*ii, 4.72938e-136+4.29944e-136*ii, 3.21791+9.50227*ii, -8.76948e-163-5.2096e-164*ii, -.112499-.275828*ii, 2.17089+2.8638*ii, -3.39805-1.44628*ii, -3.77536-4.80177*ii, .328952+1.15343*ii
1.28206-.058154*ii, -1.05101+1.32452*ii, -.578747+.196358*ii, -1.05746e-31+1.68101e-32*ii, .721974-.832937*ii, 2.05902e-84-3.08853e-84*ii, .801668+.844331*ii, -.523723+.183853*ii, .606088-.450018*ii, .174095-.486468*ii, -.574392-1.13242*ii
.244683-.709845*ii, .989607+.225336*ii, .132466-.0368921*ii, 6.69182e-84+8.87954e-84*ii, -1.12375-1.37514*ii, -1.02951e-83-2.67673e-83*ii, .222325+.359614*ii, -2.57071-1.36245*ii, -1.04023-.798865*ii, .0697011-.0033297*ii, -.164936+2.18947*ii
-.862062-1.86406*ii, -1.09566-1.6333*ii, 1.05308+.29322*ii, 4.25985e-120-1.16178e-120*ii, .93785-1.36601*ii, 6.2465e-144-1.42148e-144*ii, .632968-1.06565*ii, 1.80444-1.59026*ii, .233383+.661089*ii, -.337449-1.02063*ii, -.0800655+.470286*ii

component_3:
equations:
-sintheta*g+ad
-theta*L+d
T*omega-2*Pi
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
.114204-.112793*ii, -.185299+.844316*ii, .360714-.391955*ii, .404674+.593144*ii, .497124-.0219257*ii, .0381373-.444604*ii, .23927-.216338*ii, -.481556-.392839*ii, .0864099-.077197*ii, .132047+.188593*ii, .0598255-.0436463*ii
5.30611+4.96128*ii, .24999-1.64687*ii, -.55474+.380564*ii, -2.16451-1.29714*ii, 1.18281-3.06634*ii, -1.53425-2.08644*ii, -.827375+2.04959*ii, .946549+.396686*ii, -3.48513+3.6506*ii, .24403+.504361*ii, 3.44085-1.73588*ii
-.0017407-.217875*ii, -.232406+1.29975*ii, .767608+.20375*ii, -.264324-.328792*ii, .521234-.340145*ii, -.171634-.164802*ii, .188964-.294684*ii, .559375-.072318*ii, -.482825+.0009512*ii, -.221611+.475174*ii, .49139-.414195*ii
-15.7605+19.0566*ii, 3.7011-6.17535*ii, -.213619-2.01717*ii, -4.45786-10.02*ii, -3.83414+1.03444*ii, 13.9331+8.14798*ii, 5.08163-3.59923*ii, -1.19523+.858772*ii, .417109+.47292*ii, -6.62367-3.07329*ii, 4.28778-1.28764*ii
-.753112-.523144*ii, .195664+.621545*ii, -.208696-.0880445*ii, .337504-.676603*ii, -.575764-.404063*ii, .301274+.261121*ii, 1.30363-.006259*ii, -.131177+.510709*ii, .265692+.0421613*ii, .0069447-.0734705*ii, .0232025-.00996538*ii
-.601028+4.11885*ii, 1.65407-.608971*ii, .552105-.303465*ii, -.380313-1.29575*ii, 2.0366-1.75693*ii, -1.16739-.122421*ii, -1.16947+1.01354*ii, .330445-.803951*ii, -3.51047+1.78247*ii, .364209-.419084*ii, 3.27631+.040156*ii
.893903+.579279*ii, .2221+.69766*ii, .956817+.100587*ii, -.851499-.443017*ii, .649208-1.43129*ii, -.956154+.15124*ii, -.100722+.670227*ii, .810974-.599549*ii, -1.31131+1.52941*ii, .0711669+.344937*ii, 1.35366-1.07902*ii
-1.22942+1.10327*ii, .286996-.361202*ii, .58668-.851803*ii, -.891539+.788055*ii, -1.03232+.400781*ii, 1.62013+.870504*ii, 1.39551-.526944*ii, -.535642-1.44987*ii, 1.20963+.91982*ii, -.0696493-.228187*ii, -.306305-.671547*ii
-3.73217-3.85984*ii, 1.2317+1.72786*ii, -.250717-.611706*ii, 1.89966-1.40307*ii, -1.72778-1.05026*ii, .06775+2.44276*ii, 2.56887+.67246*ii, -.59144+.849059*ii, 1.25347-.391036*ii, .374067-.593319*ii, -1.08045+.393264*ii
2.3948+1.14435*ii, -.33027-.459442*ii, 1.08562+.892844*ii, -1.39613-.555517*ii, .769043-2.00735*ii, -2.28985+.600997*ii, -.098554+1.23077*ii, 1.26809-.935043*ii, -1.73839+3.26758*ii, .0258314-.396829*ii, 2.76479-1.84759*ii
.913555+.780374*ii, -.267004-.445585*ii, -.800565+1.80739*ii, -.973783-.711732*ii, -.072554+.894642*ii, -.981318-2.21106*ii, .784304-1.08475*ii, 1.73855+.999892*ii, -1.35019-.10916*ii, .50955-.062930*ii, 1.31187+1.08527*ii
.285122+.148139*ii, -.950826-.097344*ii, .85445+1.12725*ii, -.803746-.058169*ii, .114792+.297579*ii, -.781379+.446668*ii, .755062-.666873*ii, .927096-.622829*ii, -.030142+1.07295*ii, -.351352-.577497*ii, 1.37418-.668112*ii
-.917054-.596211*ii, .257895+.638645*ii, -.251694-.120826*ii, .394366-.752956*ii, -.661746-.423549*ii, .362265+.347045*ii, 1.39216+.009919*ii, -.163944+.566991*ii, .317436+.0030788*ii, .006127-.0959518*ii, -.0333602+.0216075*ii
3.27763+3.5507*ii, -.34132-.599266*ii, .142984-1.44925*ii, -.0981423+.225963*ii, 1.27053-2.38787*ii, .296687-.336577*ii, -.589694+1.68638*ii, -1.7329-.560344*ii, -.766697+2.3829*ii, -.458646+.204487*ii, 1.56726-1.99676*ii
-.200245-.727286*ii, .352197+.862663*ii, .798381-.300201*ii, -.637252+.178014*ii, -.463005-.718147*ii, -.106676+.585847*ii, .842358+.264251*ii, .393506-.809409*ii, .107705+1.0095*ii, .27008+.291502*ii, .004975-.814665*ii
14.4513+16.4156*ii, -.85983-1.22305*ii, -5.20199-8.17141*ii, -1.58373+.297776*ii, 1.2968-5.26375*ii, 11.6776-9.58783*ii, -2.30248+3.31268*ii, -8.22111+4.50819*ii, .0845082-.22691*ii, -2.76062+6.69416*ii, -2.98413-4.43545*ii
1.20347-.048068*ii, -1.31738+.311556*ii, .083539+.0774075*ii, .421285+1.41624*ii, .475386+1.04797*ii, .173121-1.1847*ii, .39399-.969652*ii, -.735099-.340908*ii, .915123-.389253*ii, -.0670848-.0379741*ii, -.107531+.0814633*ii
.772385-.346159*ii, -1.59163+.754594*ii, .620834+.452548*ii, .362808+.541934*ii, .654665+.582745*ii, -.0338994-.213265*ii, .395651-.880944*ii, -.300654-.138726*ii, .759512-.220815*ii, -.664815-.125906*ii, .401236-.481498*ii
-.733268+.742401*ii, .658862+.885675*ii, .381471-.613976*ii, 1.05447+.031349*ii, 1.53309-.594412*ii, -.64016-.435638*ii, -.579006+.259757*ii, -.618824-.394735*ii, -1.31578-.112445*ii, .39756-.033333*ii, .996464+.539673*ii
-.902061-1.52555*ii, -2.89571-.05369*ii, .892858+2.34112*ii, 4.04256-.782585*ii, 3.27239+.337449*ii, -4.12339+2.20793*ii, -.320325-.433155*ii, -1.08506+.336117*ii, -.346635+.180251*ii, -1.22988-3.41357*ii, 4.08313+.526528*ii
-2.56105-10.2587*ii, 3.72415+5.35393*ii, 1.22998-.432234*ii, -.803376+.124516*ii, -3.09933-2.2603*ii, -2.7243+.878462*ii, 2.11523+1.76735*ii, 3.47702-.554556*ii, -.373503+.109306*ii, 3.4474+2.48777*ii, -3.72576+.323836*ii
.179175-.484706*ii, -1.03262+1.55239*ii, .841626+.418837*ii, .0637587-.346122*ii, .693882+.02421*ii, .107529-.0965033*ii, .233565-.706692*ii, .325012+.250799*ii, .079058-.507972*ii, -.759641+.437018*ii, .370508-.557279*ii
.0490425-.0637491*ii, -.0494+.900314*ii, .34339-.437796*ii, .576927+.475858*ii, .690224-.199142*ii, -.141585-.447075*ii, .0901927-.0663378*ii, -.526436-.340712*ii, -.165431-.0746243*ii, .188596+.165393*ii, .2121+.0379818*ii
.42952-10.899*ii, 2.00738+6.32435*ii, 1.21497-.40242*ii, -.724324+.171036*ii, -2.80453-2.8713*ii, -2.3123+.186824*ii, 1.86779+1.97395*ii, 3.08145+.469701*ii, .45207-.184531*ii, 2.49198+3.43805*ii, -4.32889-.991582*ii
1.79517+.685545*ii, -1.2102-.21401*ii, -.407437-.230404*ii, .052268+2.03282*ii, .095098+1.48689*ii, .818325-2.07551*ii, .536085-1.17305*ii, -1.00998-.428526*ii, 1.18939-.462451*ii, .221887+.183016*ii, -.600482+.312792*ii
-.94823+12.7949*ii, 2.6127-3.2568*ii, -.108219-.799841*ii, -1.72647-4.79494*ii, 3.27736-3.5039*ii, 1.09423+.178161*ii, -2.08268+1.6774*ii, -.10563+.190172*ii, -6.35949+3.23218*ii, -1.44383-.86865*ii, 6.80623-.830943*ii
.382701+.0686338*ii, -.545663+.588168*ii, .330342-.343953*ii, .125072+.988336*ii, .235536+.468957*ii, .464061-.61794*ii, .44418-.592977*ii, -.556895-.540012*ii, .610516-.133874*ii, .0110234+.19099*ii, -.205292-.133165*ii
4.75892-3.49834*ii, -1.62153+.733002*ii, -.539378-.066060*ii, 1.44369+.859163*ii, -.350423-2.38643*ii, -2.34139-.02525*ii, 1.14835+2.16278*ii, -1.20533+.69982*ii, 1.23455+2.10806*ii, .461519-.144123*ii, -.117615-1.77835*ii
-20.7465+10.3564*ii, 6.11062-3.68851*ii, -.234663-1.67388*ii, -.03128-9.99969*ii, -3.81091+.392156*ii, 8.94068+10.3565*ii, 5.66363-2.13475*ii, -1.03847+.890848*ii, -.171414-.668862*ii, -3.80404-4.68145*ii, 3.54312+1.76988*ii
4.40489-5.25303*ii, -2.69552+1.97028*ii, .308753+.230317*ii, 1.66931+.242561*ii, -.549506-2.6532*ii, -2.02658+1.49178*ii, 1.56874+1.98512*ii, -1.06175+1.04793*ii, 2.35607+1.79182*ii, -.64302-.006247*ii, -.524845-2.87565*ii
62.7422+72.0755*ii, -3.40212-1.5584*ii, -4.90333-24.493*ii, -50.7738+12.9714*ii, -6.88104-2.70815*ii, 61.2869-49.8568*ii, -11.4647-5.96236*ii, -1.36859+.632299*ii, .960011-.550399*ii, -10.7442+45.4849*ii, -23.9476-25.9758*ii
7.747-.027976*ii, -2.88704+1.60004*ii, 1.54615-.604885*ii, -2.18485+.361392*ii, .047413-3.69654*ii, .282265+.221586*ii, .034443+2.0953*ii, -.109423-.119519*ii, 1.12947+3.43716*ii, -1.74798+2.11011*ii, .065463-5.51304*ii
13.7792+14.9998*ii, -.872694-1.21919*ii, -4.70712-7.35104*ii, -1.57039+.337904*ii, 1.26804-5.07204*ii, 10.2585-8.82155*ii, -2.14415+3.25274*ii, -7.39857+4.02545*ii, -.105181+.23281*ii, -2.42723+6.07705*ii, -2.44958-4.2624*ii
.373939-1.17513*ii, -2.65257+.337336*ii, .644969+1.52382*ii, 2.53643-.153197*ii, 2.07154+.383378*ii, -2.2657+1.03427*ii, .073026-.58079*ii, -.914558+.352528*ii, .406883-.0207654*ii, -1.11243-1.91223*ii, 2.33081-.090896*ii
77.6919+67.2277*ii, -3.40338-1.50985*ii, -8.62826-24.9709*ii, -50.9729+20.7215*ii, -6.26112-3.43183*ii, 55.1041-61.328*ii, -14.0676-3.02664*ii, -1.34747+.655376*ii, -.942559+.648159*ii, -4.16858+49.0064*ii, -27.2755-23.9685*ii
-.940195+2.59551*ii, .470541-.466209*ii, -1.44984+.130566*ii, -.771853-1.52716*ii, -1.11692+.758478*ii, 2.35748-1.57639*ii, 1.65611-1.19918*ii, .200744+1.64516*ii, -.159738-1.04232*ii, -.310669+.368683*ii, -.014087+.915326*ii
.346657+2.5696*ii, -.68799-.838602*ii, 1.66088-3.68078*ii, -4.38374-1.92976*ii, -.96539-.59058*ii, 1.28824-4.84937*ii, -1.44618-1.77702*ii, .161754+1.03501*ii, -.304568+.465299*ii, -2.11469+.569762*ii, -1.37737-.903272*ii
3.29985-2.08602*ii, -2.8012-.585238*ii, -1.56037+.884474*ii, .572755+.600092*ii, .127783-1.13194*ii, -.349587+1.37452*ii, 2.14463+2.67311*ii, .907654+1.44886*ii, .181505-.431799*ii, 2.44427-.782203*ii, .2478-1.6799*ii
-.128956+.507921*ii, -1.81625+.713686*ii, -2.93809-2.14379*ii, -1.62917+.999986*ii, 1.45473+3.3071*ii, .395463+.255784*ii, .114313+.0892778*ii, -.106316-.222259*ii, -.296963+.0807504*ii, 3.43315+.898387*ii, -.624662+2.77736*ii
1.63756+2.69917*ii, -1.45045-.417506*ii, -.585913+.070084*ii, .652411-1.84039*ii, .302104-1.72966*ii, -2.88304-2.28244*ii, -1.35386+1.18322*ii, .608406-1.78221*ii, 2.91292+2.72276*ii, .439549+.0714848*ii, 2.20266-2.89088*ii
3.63335+3.28479*ii, .439951+1.11904*ii, 9.25117+5.41786*ii, .83486-8.2066*ii, -.411923+.380575*ii, 3.4925-1.8344*ii, -.78391-8.69853*ii, .264087+.398707*ii, 3.51125+1.00242*ii, -.996369+6.36802*ii, -10.8255-2.03404*ii
-3.75171+2.86669*ii, -1.05037-2.19655*ii, -1.24046+.266525*ii, 2.17325+2.27181*ii, .108828-3.21012*ii, -1.77004-1.80583*ii, -.931565-1.13713*ii, -.804243+.009778*ii, .030767+1.29566*ii, .94419+1.2224*ii, -1.26427+2.67806*ii
-.924379-.182086*ii, -1.10195-.496112*ii, .240985-1.11343*ii, -.584781-.133899*ii, 1.09054-.325073*ii, .221807+.399006*ii, -.732753-.385389*ii, -.508854-.565803*ii, -.174314-.0915533*ii, -.40897+.553695*ii, .250186-.0702989*ii
-5.37979-2.73122*ii, .00320307+.00984716*ii, 10.0499+6.76412*ii, .963164+.062500*ii, 8.89099-5.07896*ii, 10.6586+5.04896*ii, -.323904-.492219*ii, 11.3586+4.50499*ii, 7.27947+14.2305*ii, -.0172084+.0603145*ii, 4.38174+8.011*ii
1.94911+3.05482*ii, 3.70922-2.93276*ii, -.222094-.0116238*ii, 1.86669+4.80799*ii, -2.48121-1.46468*ii, -1.14625+1.26856*ii, -1.12152-.569139*ii, .148847+.296195*ii, -2.53343+1.58911*ii, -.428942+.304117*ii, -1.22278-1.05442*ii
32.871-10.5167*ii, 2.70158+4.06857*ii, -5.29696-1.91933*ii, .170692+.516104*ii, 1.77828+.7331*ii, 8.52151+18.1039*ii, 13.7157-11.5683*ii, 36.5417-4.42569*ii, .076519-1.11177*ii, -3.25064-13.3681*ii, -43.6013-5.26876*ii
.856101+.872753*ii, -.754454-.303256*ii, -.692278+.502707*ii, -.000736+1.15357*ii, -.043223+.697979*ii, 1.37622-.832345*ii, 1.16996-1.29899*ii, -.7223-1.19255*ii, -1.64362+.358011*ii, .33737-.0846661*ii, .474748-.930998*ii
-3.0635-6.3*ii, -.438826-1.18282*ii, -8.74024-.00712*ii, .377234+.418717*ii, -1.15205-.093727*ii, .178516+4.64244*ii, 3.08365+5.21764*ii, 6.33195+5.27828*ii, -.398808-.135977*ii, 1.91351+5.17062*ii, 1.06007+5.3138*ii
2.18524+7.48797*ii, 1.25949+.463787*ii, 2.13096+1.91545*ii, -4.76711-2.00298*ii, -.096743+6.80761*ii, -.236071+.256458*ii, 1.09516-.336563*ii, .0228781-.0634099*ii, 1.05932+3.15964*ii, .89778+1.7004*ii, -.913733+2.97134*ii
-.442624+2.81348*ii, -.00704535-.0576533*ii, 7.73364-1.71287*ii, -2.69992+2.39445*ii, 3.07992+2.94061*ii, -7.75818+8.63*ii, .381076+.54965*ii, 3.19517-.362725*ii, 5.23726-8.30847*ii, -.0766195-.216901*ii, 9.41745-3.07839*ii
-.532219-1.80451*ii, 1.37121+2.12973*ii, -2.03351+.447968*ii, -1.72509+.395219*ii, -.077099+2.35012*ii, 3.56614+.077729*ii, -.759591+.251384*ii, -1.95433-.492797*ii, -.250446+.0377033*ii, -1.87121-1.85828*ii, -1.29147-1.68139*ii
1.03986+.879736*ii, -.849096-.661812*ii, -1.2249+.159765*ii, -.763708-1.27201*ii, .903553+.193916*ii, 2.09429-.231794*ii, 1.29994+.694655*ii, -.592652+1.29061*ii, .177481-1.09939*ii, .572898+.3375*ii, -1.4427+.178519*ii
-.942904-.066132*ii, -.339893+.29255*ii, -.488523-1.21746*ii, 1.0023-.008064*ii, -.445862-1.15805*ii, .209988+1.37261*ii, .322749-.689958*ii, .198474+1.37105*ii, .043505+.814223*ii, .261107+.135444*ii, -.64106-.086739*ii
.443259-.463627*ii, -.841547+2.27674*ii, .135836-.0339689*ii, -.265463+.103749*ii, 1.06971-.252913*ii, .291018-.0206989*ii, .489482-.317684*ii, -.977441-.304032*ii, 1.47146-1.10012*ii, -.0184868+.168925*ii, -.823336+.077919*ii
4.04007-3.03013*ii, .0870022+.151732*ii, -1.84902-4.56199*ii, -.659153+.575859*ii, -2.8042+.980523*ii, -1.25402-3.30952*ii, -1.62044+.513963*ii, -1.40874+3.79015*ii, .587086-1.75638*ii, .265665-.338729*ii, -2.11692-1.25111*ii
-.512652-.101977*ii, 1.04786-.159285*ii, -.0037489-.17756*ii, .161431-.0034937*ii, .003161+.621639*ii, .0697507-.0416885*ii, -.168234+.823822*ii, .43746-.248775*ii, .045594+.728201*ii, -.0161055-.0927308*ii, .0202389-.104309*ii
.143631+.514962*ii, -1.21182-.173444*ii, .785616+.138535*ii, -1.0382-.095266*ii, .385033+.0239409*ii, .344673+1.01567*ii, .454441+1.30919*ii, -.41824-.939921*ii, .402839-1.67709*ii, -.463999-.15207*ii, -1.26647-.708675*ii
.0138933-.175723*ii, -3.06599-3.65943*ii, -2.72359-.271187*ii, -.851066+1.47393*ii, -2.27717+3.075*ii, 1.20782+1.70368*ii, -.0390671+.0244126*ii, .512007-1.1151*ii, -.0458463+.0797929*ii, 3.67906+5.39912*ii, -2.23003-5.79152*ii
-.0240305+.0501025*ii, .403431+1.00836*ii, -.36648+.655461*ii, .86059+1.57957*ii, 1.3104+.248073*ii, -.145027-.310508*ii, -.010716+.0402632*ii, -.190155-.011787*ii, -.388904+1.06006*ii, -.404395-.0525556*ii, 1.81102-.773476*ii
-.750984+1.83625*ii, -.0317823+.169472*ii, -.321645+1.79547*ii, 1.74952+.53747*ii, -2.24152+1.54811*ii, -.909658-3.20357*ii, .609895-.397975*ii, -.989132-1.52724*ii, -3.14271+3.09437*ii, -.14703-.0557871*ii, .797198-2.04257*ii
.857757-.747229*ii, -.542582+1.58276*ii, .378114+.17404*ii, 1.32061-3.59138*ii, -1.62015+1.92515*ii, -.061477+1.50923*ii, -.446719-.069607*ii, -.375729+.121044*ii, 1.78383+1.0838*ii, -.240311+.252017*ii, 1.19444-.646832*ii
-.680696-.675334*ii, .980819-.631741*ii, -.240465-1.0492*ii, -1.42485+1.13498*ii, -.422388+.131827*ii, 1.6452-1.75565*ii, 1.01379+1.91525*ii, -1.3069+.191143*ii, .666744+.965379*ii, -.449338-.438581*ii, 1.03787-.495904*ii
.095874+1.28378*ii, -1.20444+.035369*ii, -.0758769+.157965*ii, -.34264+.947352*ii, .441788-.787904*ii, .563783-.797061*ii, -1.18771+.787649*ii, -.93437-.25717*ii, -.816761+1.30566*ii, .0429012-.0964719*ii, .0443866+.264474*ii
-5.61299+1.40392*ii, .136965+.0182627*ii, 2.67517+.032937*ii, 1.08777-.319916*ii, .614297+1.56068*ii, -3.26371-.711718*ii, -.446832+3.42063*ii, -2.5844-1.41437*ii, -.740785-1.11073*ii, .182902+.0266835*ii, .229595-.394107*ii
8.01646+3.79501*ii, -.0611589+.12112*ii, -2.5627-2.93213*ii, -.340763-2.70268*ii, -5.47587-.010971*ii, -4.31434-3.86378*ii, -1.46534-.690108*ii, 1.60536-1.39391*ii, 5.76887+4.92387*ii, .255936-.0655346*ii, .557461+4.55744*ii
-1.05267-.278691*ii, -.0986751+.0176012*ii, -2.07714+1.2645*ii, .424653+.545331*ii, -.694737+.152514*ii, .649508+.800188*ii, 1.36153+.700041*ii, 1.49081-.030133*ii, .643375+1.59615*ii, .0913525-.0806673*ii, -.404287-.0890142*ii
1.39543+.721933*ii, 1.39944+.860264*ii, -.719315+2.4607*ii, .0697248+.0115036*ii, -.396708-1.26342*ii, -.01013-.103633*ii, -.835815+.842051*ii, -.380159-1.4236*ii, -.267297+.299149*ii, -1.56175+1.41241*ii, 1.62704-.947457*ii
-5.10819-2.10075*ii, .92193-8.48423*ii, -1.06071+2.16474*ii, .148846+.782582*ii, -.684237-.509297*ii, -4.62635-2.10196*ii, 6.27453-1.6001*ii, -3.67729+5.21223*ii, .177952+.334449*ii, 8.69415+5.49752*ii, -7.43764+2.12643*ii
2.22305-2.79367*ii, -.306641+1.50603*ii, -2.90274+10.2895*ii, 16.1501-1.41316*ii, -.48980-13.0184*ii, 2.72895-3.02406*ii, .207875+.178583*ii, .183949-.171151*ii, -.101036+.485754*ii, -7.3031-3.7634*ii, -.37969-7.79685*ii
-5.89252-.244174*ii, 3.90068+4.05109*ii, -.273083+.164627*ii, -4.16064+5.0518*ii, .296648-5.67085*ii, 2.60828-3.14381*ii, -.011267-1.0385*ii, -.624166-.002247*ii, -3.30612+5.77836*ii, -.866063-.232063*ii, .03075-9.25483*ii
.291078+2.48474*ii, .187734+.153042*ii, -1.56468+.756725*ii, .857928-1.31646*ii, .728513-.687803*ii, 2.9902+2.76637*ii, -1.49128+2.00275*ii, -.435963+2.55551*ii, -1.77873+7.38675*ii, -.204777-.0486993*ii, -.756453+3.17008*ii
-.245486+.290032*ii, -1.50533+.697854*ii, 3.62355+3.90254*ii, .5441+1.26519*ii, -.266708+4.36647*ii, -9.934+4.04132*ii, .0695968+.0519697*ii, -.15398+7.78558*ii, -.0312553-.139507*ii, -4.08902-1.67296*ii, 7.16741-9.57572*ii
-.603914-3.24106*ii, -1.24286+.062194*ii, -.0452579-.428375*ii, .18109-5.07458*ii, -1.45497+4.26841*ii, .835421+2.5966*ii, -.637064+.35864*ii, -.505169+.182656*ii, -.13682+.684707*ii, .0414458+.264799*ii, .31834+.0399557*ii
-3.4747-1.82712*ii, .487536+.103137*ii, -7.29886+.914953*ii, 2.34264+2.98112*ii, 2.84124-1.14817*ii, .20307-1.0924*ii, -.827884-.977628*ii, -.19345-.220136*ii, 1.3187+3.60004*ii, -1.82641-.153356*ii, -1.83507-6.46655*ii
.257409+.0836728*ii, -1.23316+1.99676*ii, -.723848-1.0091*ii, -.121131-.514673*ii, .929795+1.65467*ii, .737508+.682146*ii, .10487-.0966363*ii, -1.57539+1.06219*ii, .042485-.00772508*ii, 1.45378-.100487*ii, -.0791718-.452508*ii
.703156+.573264*ii, -.550806+.206733*ii, 1.03265-.461965*ii, .365289-.455692*ii, .517459-.623778*ii, -.310477+.273257*ii, .009538+1.11934*ii, -.69757-.12215*ii, -.669566-.667702*ii, -.236644+.233968*ii, .318703+.386016*ii
-1.02462-.574579*ii, -4.64374+1.84284*ii, .962627-1.37989*ii, -6.62123-1.67198*ii, -.0646939-.192757*ii, -3.48591-3.69389*ii, 4.28249-3.87827*ii, .627348+.399469*ii, 1.24844-2.17982*ii, -.963641+4.0909*ii, -1.26582-7.46936*ii
.907764-1.16035*ii, .351155-.363323*ii, -1.57225+.182487*ii, 1.72044+.518904*ii, .592485+.296554*ii, -.712262+2.61573*ii, .441316-2.17933*ii, .040849+1.50806*ii, -3.11033+.33562*ii, -.242902+.317658*ii, 1.87162+.862655*ii
