variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pi, Tj
3.07481e-31-2.83488e-31*ii, -1.54542+.303237*ii, 2.52734-.298672*ii, .596069+2.34158*ii, 9.34769e-31-1.64447e-31*ii, 8.19293e-96-1.49814e-95*ii, .370814-.238036*ii, -1.35378-.287185*ii, -1.49742+1.68609*ii, -1.90761+.613977*ii, -2.15356-.209271*ii
-1.1279e-154+3.0219e-156*ii, -1.04404-1.70875*ii, -.744964-1.24409*ii, 4.88787+.458901*ii, 1.49167e-154-1.64083e-153*ii, -1.11138e-161+1.26419e-161*ii, -2.28479+.928611*ii, 2.55045+.210484*ii, -1.26751-6.07909*ii, -.674034+1.28592*ii, 1.68196+3.29373*ii
7.27311e-82+1.40923e-82*ii, 2.26476+.154187*ii, -.087235-1.3513*ii, 5.34376+.108207*ii, -2.63555e-79+1.03314e-79*ii, -1.4822e-323-2.47033e-323*ii, -2.88801+2.12599*ii, -.745367-.269157*ii, -1.46535+.996657*ii, .005393-1.53691*ii, 1.82994+2.43187*ii
1.50714e-61+1.65299e-61*ii, -.142003-.90335*ii, .660167+2.57806*ii, 1.77899+1.04687*ii, 1.16682e-61+6.80642e-62*ii, -6.0772e-64-3.40321e-62*ii, 1.6073+.733241*ii, 1.75512-1.33734*ii, -.88342+1.30309*ii, 1.11757-.481227*ii, .482436+.354562*ii
5.56381e-67-6.49111e-67*ii, .724244+.293659*ii, -2.67556-.72838*ii, -.457442-.935767*ii, 3.9874e-67+3.30351e-68*ii, 3.24556e-68-1.39095e-67*ii, 1.30718-1.46444*ii, .535398+.089769*ii, 1.20082+.58924*ii, -.861932-.656613*ii, -2.30623-.520617*ii
1.26986e-73+1.39906e-74*ii, -4.14126+.056714*ii, -2.2035-.251207*ii, -1.60916+1.18716*ii, 1.06121e-73+1.41495e-73*ii, -3.8352e-93-2.30114e-91*ii, 4.61748-3.42303*ii, -1.98512-1.59419*ii, .082903-2.16617*ii, 4.56976+.457671*ii, -4.08989+6.17868*ii
3.82924e-58-2.01778e-57*ii, -.04539+1.32974*ii, 2.61252+1.11814*ii, -.919546-.216308*ii, -5.60768e-56+1.14703e-56*ii, 0, -.223226+1.18551*ii, .382108+2.77563*ii, -1.49509+3.08376*ii, -.802707+1.71161*ii, 1.32552+.268454*ii
-3.8293e-30+3.49215e-30*ii, -.118906-1.71344*ii, .264093-1.09605*ii, .697702-1.31826*ii, 2.34126e-30-5.58942e-30*ii, 1.43072e-30-3.81805e-30*ii, -.775655-.360196*ii, -1.13992-.790437*ii, .0103267+.0772886*ii, -.954705-.16109*ii, .370181-.0875301*ii
3.59073e-63+3.27333e-63*ii, .887449-2.33204*ii, .539293+6.50903*ii, -1.35466+7.00513*ii, 1.61653e-60+4.03037e-60*ii, -1.19766e-201+1.69323e-201*ii, -6.60783-3.02233*ii, 12.8914+.68576*ii, 9.16074-2.77662*ii, 7.82895+2.25939*ii, 12.6059+1.19781*ii
8.133e-147+1.02108e-144*ii, 2.2686+1.60257*ii, .651455+1.92547*ii, -.45211+1.74053*ii, -2.56267e-144, -8.64516e-224-1.89113e-223*ii, .199309-3.14835*ii, -1.9789-2.1175*ii, -1.12485-.813622*ii, -.803905+2.70606*ii, .212124-1.70977*ii
1.64995e-61-2.85627e-62*ii, -.727828+.699424*ii, .72958-1.44633*ii, -.16436-2.11032*ii, 7.77877e-61+7.77877e-61*ii, -1.55727e-63-1.36736e-63*ii, .6169+.900126*ii, -.436336+2.65555*ii, -1.12965-1.98088*ii, .240295+.781483*ii, -2.41874-.660222*ii
-1.38549e-62+6.66838e-62*ii, -.983758+1.47672*ii, 2.13312+1.50017*ii, -.717768+2.33274*ii, 2.72257e-61-1.94469e-61*ii, 2.34358e-105-2.72509e-106*ii, -.540119+2.22331*ii, -.918751-6.08699*ii, -3.18881+4.18577*ii, -2.1569+.837108*ii, -2.35609-.081055*ii
4.94066e-324-4.94066e-324*ii, 1.46349+1.51448*ii, -1.18464-1.24643*ii, .899664+.375923*ii, 4.94066e-324+4.94066e-324*ii, -4.94066e-324-4.94066e-324*ii, .569906-2.17564*ii, -.386306-.368095*ii, -2.68982-2.35178*ii, .076988-1.80912*ii, -2.87937-1.40631*ii
-1.64834e-68-3.01386e-68*ii, 1.46368-2.77548*ii, -1.13319+.217213*ii, -.239225+1.51489*ii, -2.96736e-67+9.2730e-69*ii, 1.16191e-220+3.73471e-221*ii, -.514237-2.17729*ii, .022567+.896732*ii, .772941+.085200*ii, -.527881+1.73154*ii, -1.22074-2.01507*ii
-1.74874e-30-4.11861e-30*ii, -.29903+2.09976*ii, .636279+1.49678*ii, 1.45838+.265589*ii, -2.26378e-31-2.1722e-30*ii, -6.62433e-31+1.55645e-30*ii, 1.95868-.60093*ii, -.00292635-.0531313*ii, 1.19564+.818314*ii, -1.66657+.444226*ii, 1.07198-.545483*ii
-1.04405e-53+1.63133e-54*ii, 1.35063+1.16322*ii, .810335+.248346*ii, -.574334-.363984*ii, -1.46819e-54+6.03591e-54*ii, -3.71942e-53-5.35075e-53*ii, 1.17785+1.55463*ii, -.851153+.337443*ii, 1.30195+1.27473*ii, .402789+.639013*ii, -.927543-1.50906*ii
-4.82158e-74-1.3093e-74*ii, 1.96741-3.11214*ii, -.615267-.477087*ii, .96704-1.76681*ii, -1.20271e-72+2.29929e-72*ii, 2.1286e-231+2.05312e-231*ii, -1.50131-.862563*ii, -.239969+.742867*ii, .16709-.167914*ii, -1.34762+.488085*ii, -3.30779+1.26256*ii
3.71979e-47+3.38165e-47*ii, -17.8467+10.481*ii, 8.65328+2.33454*ii, 38.9728-33.5701*ii, 3.0106e-47+1.02634e-47*ii, 4.9434e-310-1.73155e-310*ii, -15.7264-42.997*ii, -45.4985+90.9284*ii, 34.2465+94.1004*ii, -89.4502+24.5155*ii, -46.1947-14.4068*ii
-1.05433e-31-5.6814e-32*ii, .652213+.376049*ii, -1.16669-.37685*ii, -.459269-1.90644*ii, -2.87264e-33+7.81541e-32*ii, -4.34673e-70+1.15913e-69*ii, -.676449+1.3739*ii, .649725+.94956*ii, .801138-1.44185*ii, -.309609-.34226*ii, .401074-.0547502*ii
-2.80145e-119-4.04062e-119*ii, 1.51772+.354508*ii, 1.1195-1.63016*ii, .403016+1.65533*ii, 2.23061e-118-5.17378e-118*ii, -2.34287e-126+1.58692e-126*ii, 2.31297+3.62413*ii, -3.24213-.335286*ii, 1.5121+.596239*ii, 1.1385-1.03863*ii, -.793179-3.2258*ii
-3.36312e-44-2.52234e-44*ii, -.081728-.897247*ii, .439771+.833085*ii, .057957+.689103*ii, -4.76441e-44-1.68156e-44*ii, 4.90454e-45+3.78351e-44*ii, .820907+.389157*ii, -1.71439-.569468*ii, -.881537-.414725*ii, .355771-.231335*ii, -.156071-.0965286*ii
-1.03551e-182-7.76634e-183*ii, 4.80292+.368741*ii, -.140338-.595102*ii, .865645-3.24476*ii, 7.41333e-183-1.35323e-183*ii, 3.0124e-182+3.20509e-182*ii, -.966696-2.23792*ii, 1.11957+4.36029*ii, -2.48932+1.61208*ii, -.227297-1.45499*ii, -.077892-.933667*ii
-1.3004e-42+6.38992e-43*ii, -1.32798-.055141*ii, -1.09884-.585321*ii, -.961786-.634914*ii, 3.9937e-43+1.25556e-42*ii, -4.4842e-44+1.36767e-42*ii, .080273+1.0204*ii, -.507444+.203866*ii, -.176782-1.27838*ii, .713486+.418944*ii, -1.30216-.078335*ii
4.97733e-171-1.64032e-171*ii, -2.09788+.155156*ii, 4.89541-4.61435*ii, -.273928+1.65404*ii, 1.65608e-170+3.00165e-170*ii, 1.02064e-202-6.63416e-202*ii, -1.23536+3.62667*ii, -.583537-1.77572*ii, -2.06137+.664302*ii, -4.77703+5.21997*ii, -6.92761+1.37166*ii
4.63612e-77+2.45519e-77*ii, 2.51472-.937119*ii, -1.89205-.389469*ii, -.0056867-.238017*ii, -2.33177e-76+2.07268e-76*ii, -1.76508e-183-4.04497e-184*ii, -1.91329-.92438*ii, -.46586-4.05444*ii, .807016+1.72663*ii, -2.56149+.396835*ii, 1.83613+3.00437*ii
-4.28893e-41+6.76533e-42*ii, 1.4797+1.27375*ii, -.185957-.657264*ii, 2.25381+.875532*ii, -1.0056e-38-2.9847e-40*ii, -3.66413e-150+7.07051e-151*ii, -1.55382+.960986*ii, -1.27605-2.24578*ii, 2.00049-.922786*ii, .281015-.604709*ii, -2.53527-.010731*ii
-5.2711e-81+5.2711e-81*ii, -.568222+.192202*ii, 1.30107-1.51994*ii, -.82369-.822857*ii, 6.32532e-81+2.56966e-81*ii, -1.58133e-81-1.84488e-81*ii, 1.70772-1.20763*ii, .455531+1.57807*ii, -.181729+1.42868*ii, -.22358+.556866*ii, 1.43924-1.9137*ii

component_3:
equations:
-sintheta*g+ad
T*omega-2*Pi
omega^2*d-ad
-4.04*d*L*j^2*Pi^2+1.01*d*g*Tj^2
points:
-.114119+.476171*ii, -1.52632-.249236*ii, -.702234-.335301*ii, 1.98627-1.50648*ii, -1.25075+.107775*ii, .493024+.640907*ii, .123131-.370098*ii, .11114+.582037*ii, .121177-1.8032*ii, .494132+.343399*ii, 2.44837+1.09192*ii
24.0995-16.1393*ii, .169276+1.69791*ii, -1.84049-8.3873*ii, -3.72363+23.8457*ii, 3.21413-3.31238*ii, -.388462+.0619201*ii, 6.14568+1.31218*ii, -15.8888+.88823*ii, -.18176-.584624*ii, 6.96468-2.27238*ii, -10.4456+9.72928*ii
1.47065+.26765*ii, 1.52905-1.85315*ii, .17572-1.4592*ii, 2.34942+3.39899*ii, .642653-.436649*ii, -.690766+.041265*ii, 1.37203+1.3487*ii, -1.37687-1.47883*ii, 1.27018+.187299*ii, -1.21771-1.27841*ii, -3.85402+2.59474*ii
-3.07935+.301826*ii, -.10892-2.60498*ii, -1.46703-2.66847*ii, 3.48821+1.04574*ii, 3.87118+1.47248*ii, .205416+.262946*ii, -.669007+.332438*ii, -.000913686+.00500342*ii, 4.87509+.210322*ii, -3.39576+2.05611*ii, -1.81805+2.62934*ii
.102597+.0464428*ii, -.088664+.212237*ii, -.330455-.208064*ii, .78386+.256582*ii, .454388+.565187*ii, .565446-.47508*ii, .138557-.0701334*ii, -.321903+.0423506*ii, .386467-.423887*ii, .0367291-.0258435*ii, -.0712799-.021658*ii
6.00684+1.78797*ii, 4.18229-.506935*ii, .644841-2.29834*ii, -.78543+8.65568*ii, .651723-.864527*ii, -1.06354+.280384*ii, 2.02111+5.42451*ii, -1.41636-5.36944*ii, -.939665+.190155*ii, .765903-4.9696*ii, -9.44298-.02474*ii
-.018228-1.16018*ii, .708649+.394326*ii, .844139+.045389*ii, .023052+1.20082*ii, .924015+.218314*ii, -.199443-1.61137*ii, -.299653-1.18479*ii, -.816802+1.18079*ii, .828002+.65436*ii, .29015+.182515*ii, -.781322-.067309*ii
-.711461+2.61152*ii, 1.83866-.184244*ii, .957808-1.0625*ii, -.372878+2.29842*ii, 1.01162-.396946*ii, -1.23344-.477733*ii, -1.48726+1.99795*ii, 1.72172-1.34268*ii, 1.29879-.499375*ii, .782662-1.06503*ii, -3.17064-1.34413*ii
-.257872+.0960145*ii, -.26008-.55564*ii, -.541374-1.17416*ii, 1.50734+.807757*ii, .781024+.408451*ii, .143844+.0800109*ii, -.208781+.23212*ii, -.150517+.120152*ii, 1.42867-.727831*ii, -.255805+.303093*ii, -.306745+.95067*ii
1.66367+2.17721*ii, -.687748+.862532*ii, .985196+.776467*ii, -2.10475-2.78882*ii, -.627204+2.7911*ii, 1.59243-.704678*ii, .61505-.734274*ii, -.506444-1.45293*ii, -1.27364+.707859*ii, -.673647+.157875*ii, .796615-2.4283*ii
26.167-21.3567*ii, .239545+1.3779*ii, -2.29858-9.78984*ii, -2.38518+27.3327*ii, 3.57513-2.91525*ii, -.325713+.0739617*ii, 7.32185-.003260*ii, -18.7902+2.69618*ii, .265485+.687466*ii, 6.46941-2.75617*ii, -11.1101+12.4527*ii
-1.18538+1.00068*ii, .012209-1.81649*ii, 1.00686-.148357*ii, 3.61118-.996226*ii, -2.73367-1.16245*ii, -1.37447+.594971*ii, .235396-.466156*ii, .643855+.702991*ii, .354398-1.08014*ii, -.128598-.915376*ii, 1.17622+2.58441*ii
9.07993+13.9566*ii, .90722+.430996*ii, 1.7261+1.99078*ii, -8.58237-1.60137*ii, 2.58468-.15019*ii, 1.80466-1.57951*ii, 3.18845+5.58501*ii, -1.67673-11.0939*ii, -2.14155-1.53206*ii, .353968+1.27501*ii, -7.92031-4.68924*ii
.113607+.0078262*ii, -.155497-.728313*ii, .144237-.983667*ii, 1.39622+.50688*ii, -.0037986+.494944*ii, -.112375+.0254135*ii, .0140498-.229643*ii, -.384597+.229598*ii, 1.0444-.311288*ii, -.369423+.0239538*ii, -.147429+1.11616*ii
5.1967+5.29929*ii, -.564402+.025634*ii, -1.88465-.459104*ii, -1.26331+1.0476*ii, 1.51896-.37023*ii, 1.87411+.615401*ii, 2.4267+4.08023*ii, -1.47194-5.47831*ii, -.722635-2.77774*ii, .537734+.105404*ii, -3.4285-.261348*ii
-8.16883+.68848*ii, -.128363-.104146*ii, -2.43105-1.70598*ii, 4.28521-.543867*ii, 1.8688+.453719*ii, -.241556+.897474*ii, -4.04338+1.35009*ii, 5.20539+2.01099*ii, 3.47861-2.3043*ii, .0671927+.236085*ii, 2.03753-1.15817*ii
1.12018-.142663*ii, 1.75402+.632796*ii, .494403+.428061*ii, -1.0934+2.96115*ii, 3.18736-.599931*ii, .044657-2.64002*ii, .347555+.0206584*ii, -1.6539-.341253*ii, 1.21069+.752961*ii, .298159+.531842*ii, -3.8026-.448806*ii
.904344+.818874*ii, -.340174-.862615*ii, 1.28644-1.06285*ii, .355712-.621946*ii, -1.3572+1.55304*ii, -.227531+.374412*ii, .01043-.591419*ii, -.255787-.264518*ii, .32388+.326867*ii, -.677222-.374075*ii, .348411+.440427*ii
-2.1408-5.85127*ii, 1.97463+2.93179*ii, -1.2667-2.86025*ii, 1.24411+6.40992*ii, -.147659+1.75901*ii, -.295751+.563858*ii, -3.20174+1.48582*ii, 2.70504+2.71945*ii, -.269204-.0683752*ii, 2.94218-4.68082*ii, -.477288-3.1658*ii
.309669+.110783*ii, .0878817+.182069*ii, .402375+.398084*ii, .453183-.250875*ii, .0553394+.397262*ii, .356131-.962815*ii, .380077-.726562*ii, -.658797+.241923*ii, .0776253+.0274261*ii, -.0185587+.0541222*ii, .00442402+.00750946*ii
12.1321-14.6603*ii, .277011+.945969*ii, -2.12787+.050251*ii, 2.74888+10.0972*ii, 1.84255-.80375*ii, 2.82773-3.10598*ii, 8.44768-4.27149*ii, -13.5648+3.17152*ii, -2.05653+2.97734*ii, -.31849-.99949*ii, -3.71516+8.42697*ii
7.76643-7.59954*ii, 4.25652+6.36808*ii, -.728704-3.32894*ii, -3.67578+15.0265*ii, -1.72784-1.03106*ii, -.881014+.315157*ii, -1.37916+5.22127*ii, -.00643091-.016468*ii, -4.98691-1.39108*ii, 9.04862-9.40508*ii, -5.79857-5.115*ii
.324038+.11006*ii, .0903816+.190428*ii, .411848+.400591*ii, .427148-.250286*ii, .0623391+.409843*ii, .360492-.972048*ii, .38001-.732839*ii, -.666926+.238168*ii, .0736391+.0407411*ii, -.0195301+.0573167*ii, -.00334614-.00882698*ii
6.02497-14.2216*ii, -.0233904-.0631336*ii, -1.21631-8.27904*ii, .31094+13.4142*ii, 4.94102+3.75348*ii, -.140825+.169772*ii, -.613234-2.41242*ii, -6.83934+5.05748*ii, 5.0705+3.35473*ii, -.247117+.13522*ii, -3.95839+4.94218*ii
-1.75459-1.30011*ii, 1.99942+1.60233*ii, -.636305+.54331*ii, -.696327+2.11073*ii, 4.32019+1.8805*ii, 1.44145-2.76635*ii, -.451572-.104379*ii, -.317903+.0788057*ii, 1.25062+1.90677*ii, -1.0714+.033366*ii, -3.07848-2.72239*ii
-.091224+.842881*ii, -.323336-.309644*ii, -1.02022-.882417*ii, 1.40665+.669164*ii, .986344+.088946*ii, .451186+.116368*ii, -.015301+.855931*ii, .0154941-.48103*ii, 1.14247-1.29042*ii, .0283201+.300612*ii, -.464719+.626922*ii
54.5588+11.7102*ii, -.319668-.54657*ii, 2.55635+.563582*ii, -21.1114+13.3885*ii, 2.04835-.299045*ii, 7.94233-1.79741*ii, 25.2624+9.40504*ii, -29.7291-27.5897*ii, -12.8901+1.47704*ii, -.254572-.788691*ii, -25.6817+6.02573*ii
4.57769-19.2699*ii, .0095447+.0693656*ii, -3.25434-8.86703*ii, 3.84285+16.317*ii, 5.8071+2.36732*ii, -.178854+.13152*ii, -.48402-3.12102*ii, -7.72348+8.02207*ii, 6.02325+2.80248*ii, .292003-.155186*ii, -3.26686+7.57559*ii
-3.45245-7.83987*ii, .708611-.203947*ii, -1.93138+.465766*ii, 6.35763+3.13493*ii, 2.05624-1.57474*ii, .126803-2.16656*ii, .782164-3.21372*ii, -2.36879+5.48181*ii, 2.23081+.562093*ii, -.636801+.361973*ii, .835124+4.45086*ii
-2.65173+1.86581*ii, -.531896-.081095*ii, -.055981+2.4895*ii, 3.31447-4.23487*ii, -2.79231-.829322*ii, .413689-.319819*ii, .690308-.873217*ii, 1.38282+.631053*ii, -1.4708-1.54099*ii, .115832-.659808*ii, 3.32538+.25547*ii
.106901+.0528442*ii, -.170823+.189487*ii, -.352278-.211481*ii, .851812+.15412*ii, .349252+.557942*ii, .573974-.411688*ii, .154219-.0950632*ii, -.313379+.069815*ii, .355699-.487022*ii, .0501249-.0153131*ii, .0738188+.0404152*ii
21.1585-3.5133*ii, .279587+.692623*ii, 1.9747+.780471*ii, -7.16588+7.72132*ii, 2.09892-.037234*ii, 2.89211-3.77713*ii, 10.1072-1.49456*ii, -15.2806-5.0785*ii, -3.8681+3.26034*ii, .005764+.792966*ii, -8.96284+4.59551*ii
-7.83946-2.92035*ii, .101684+.085346*ii, -2.52041-2.31714*ii, 5.04057+1.35435*ii, 1.98613+.847621*ii, -.304372+.645546*ii, -3.8698+.181145*ii, 3.98584+3.75437*ii, 3.68113-1.29589*ii, -.0292641-.225362*ii, 2.1041-.140084*ii
1.02032+1.89207*ii, -.59233-.871427*ii, 1.76136-.639048*ii, -.020998-2.04283*ii, -2.38913+1.95336*ii, -.122562+.599909*ii, .132115-.683931*ii, .117535-.735532*ii, -.397715+.343237*ii, -.800095-.578185*ii, 1.06691-.109663*ii
-2.69836-5.60575*ii, 1.82883+2.39207*ii, -1.32541-2.85247*ii, 1.79651+5.83487*ii, .124627+1.87743*ii, -.257178+.573855*ii, -3.06776+1.23362*ii, 2.62367+2.73591*ii, .24449+.0888937*ii, 2.19969-4.19357*ii, -.380255-2.61052*ii
-2.30178-2.76521*ii, -.228208-.549468*ii, -1.93555+.736288*ii, 5.42573+.87193*ii, .506529-2.57323*ii, .027517-.838505*ii, .865008-1.06478*ii, -.895101+2.76009*ii, 1.23963-1.82416*ii, .423138+.447749*ii, 1.33504+3.71971*ii
1.08906-.28577*ii, -1.02298+2.36408*ii, -.662249+.066923*ii, -1.77521-1.52799*ii, -.3806+3.75687*ii, 2.53744-.140185*ii, -.104363-.279314*ii, .137429-.50431*ii, -1.79792+.263227*ii, .259628-.817034*ii, 1.88329-3.67001*ii
-2.42996+2.76199*ii, 1.49526+.671033*ii, -.259335+1.22*ii, -.445071-.211705*ii, 3.40828+.200026*ii, .704773-2.25729*ii, -.663114+.849294*ii, 1.05987-1.18131*ii, 1.38706+.127443*ii, -.603217+.825097*ii, -2.51169-2.37334*ii
1.07402-4.10814*ii, 10.1805-.02376*ii, -.551714-.461361*ii, -2.18312-6.48273*ii, -.051936+.506854*ii, -7.44956-3.4492*ii, -8.23582-1.2751*ii, .04761+3.19015*ii, 1.83282-.447684*ii, -2.81384-2.34189*ii, -7.8213+3.44707*ii
.0095146-.0183697*ii, -5.13548-9.09451*ii, -.0298656+.088169*ii, -3.82964-1.41757*ii, .0031874+.00855082*ii, .416346+2.3507*ii, -1.52204-1.68007*ii, -1.27349+1.71547*ii, -6.53866-4.37504*ii, .477614-.0905888*ii, 6.58237-3.43701*ii
.322782-.0891103*ii, 1.97853-.802319*ii, -.336767-.179791*ii, 1.14083+1.3904*ii, -.121138-.158138*ii, .72426-2.18055*ii, -.630246+1.55835*ii, -.880414+.668619*ii, -.374647-.736725*ii, -.405277-.0427634*ii, .052822+.54375*ii
-.94354+1.19432*ii, -1.21169-2.19626*ii, .182475-.693896*ii, 1.06613+1.69251*ii, .247453+.562444*ii, .45449-2.92154*ii, 1.16071+2.18824*ii, -1.13455-2.13056*ii, -.463157+.0627918*ii, -.872539+.220012*ii, -.309978-.770339*ii
1.77757+5.01395*ii, 2.45926+3.40752*ii, -.766761-.021106*ii, 3.61322+1.04378*ii, .350456+5.54107*ii, 3.4854+8.3427*ii, .921474-.262519*ii, 2.51922-5.3162*ii, .275348+.665975*ii, -.906874-1.33233*ii, .892868-5.68626*ii
-2.70699+.083197*ii, 1.04084+.903657*ii, 4.56898+.393396*ii, .301798+1.92632*ii, .739217+.496838*ii, -.126148+.0259004*ii, -2.47037+1.77292*ii, -.344441+.267857*ii, -1.00584+.60974*ii, 2.20004+2.26913*ii, 2.73796+.660309*ii
.592318-.005194*ii, -.0461648+.036352*ii, 1.44029+2.2682*ii, -1.15957-1.24908*ii, .017415+1.65408*ii, -.0355458-.0739516*ii, .0006297-.358088*ii, -.021346-2.2906*ii, -.829963+.772118*ii, -.0744723-.0261767*ii, .413891-.183266*ii
.891532-.129858*ii, -.899052+.265641*ii, -.640541+.088061*ii, .113774-1.28735*ii, 1.16662-1.60405*ii, 2.13732+.276396*ii, .317333+.325008*ii, .324537-1.73907*ii, -1.05382-1.43703*ii, .276244-.124663*ii, 1.78575-1.16409*ii
-3.69872-10.3722*ii, .28303-.0382519*ii, 7.6496+3.69644*ii, 4.19741-.832045*ii, -.057162+1.32506*ii, -.14443-.0491459*ii, -7.69297+3.12322*ii, 1.04328-3.25633*ii, 3.97599+4.56066*ii, 1.15323+.376796*ii, 6.2972-7.0079*ii
-9.10238-3.85528*ii, .476104-4.88436*ii, -1.18938+.888244*ii, 2.64111-4.7013*ii, 2.76165-1.05091*ii, .504769-4.45744*ii, -2.41504-2.31502*ii, 9.95712+3.71239*ii, -.417533+.379289*ii, 1.88612+3.11612*ii, -.624534+7.2973*ii
-5.66914-1.00804*ii, 3.12657-1.82706*ii, -.802769+1.10052*ii, -4.28978-7.23129*ii, -.0251026+.296746*ii, 1.45037-2.74329*ii, -1.76825+19.254*ii, -.66221+8.33256*ii, -.178829-2.65723*ii, -.249592+2.45378*ii, 8.6346+.24212*ii
1.35812-1.2384*ii, 1.16874-.853898*ii, -2.07251+.578728*ii, .024857-4.96861*ii, -2.28815-1.33316*ii, .389448-.0768035*ii, -.207703+.662237*ii, .382968-1.89664*ii, -.0568887-.0500945*ii, -.964024+1.22305*ii, -.0912679-.383488*ii
4.87783-.999674*ii, 1.75203+.14314*ii, 4.60949-7.29892*ii, 1.19614+5.10395*ii, 2.6376-4.29425*ii, -.0160179+.0648672*ii, .675603+.720932*ii, -1.76657-2.3429*ii, -.0679224-.0509077*ii, 4.56037-6.06407*ii, .504708+2.16166*ii
.886833-.417231*ii, -2.03741+1.61157*ii, .497555+.590559*ii, -.292281+1.95602*ii, -1.61708+.273122*ii, -.941906-1.34686*ii, -.575574+.160801*ii, -.392692+.417619*ii, .829326-.360056*ii, -.982725-.200685*ii, 1.57556-.820289*ii
-.150721+.389928*ii, -.358387-.704195*ii, -1.03208+.876512*ii, 1.98107+.956249*ii, 1.57086+.490233*ii, -.223178-.046679*ii, -.0168414+.253482*ii, .150349+.28378*ii, .173209+1.19747*ii, .49356+.206328*ii, .035603+1.45505*ii
-5.20041+.930214*ii, -.093661-2.35658*ii, .223583+.657597*ii, -10.6094+6.75114*ii, .643775+.603524*ii, 9.72104+5.04206*ii, -3.57844+4.79964*ii, -4.68114+.814164*ii, -4.68288+2.61341*ii, .764369-.294241*ii, 6.87729-3.73493*ii
2.12438-3.06414*ii, -.111513+.428873*ii, -3.27085+.041325*ii, 1.39236+3.44514*ii, .678575+2.34925*ii, .205709-.281257*ii, -.962777-1.18238*ii, -2.55085+1.12965*ii, -.030782+.984277*ii, .173509-.703692*ii, -1.79369+.714642*ii
2.71819-8.1659*ii, 1.77903-2.3913*ii, .613495-.992477*ii, 2.56945-11.1576*ii, .225962+.920744*ii, 4.47277+4.46761*ii, -7.68166-4.83734*ii, 4.22954+.955624*ii, 4.28031+2.55248*ii, -.640941-1.61635*ii, 11.9773-.11606*ii
-.678595-.558571*ii, -.000815+.689493*ii, -.411061-.980936*ii, .416577-.254772*ii, .457109+.121965*ii, .068650+.773933*ii, -1.69025-.770977*ii, -.323886+.044123*ii, .189084-1.58915*ii, .338342-.141312*ii, .261026+.417381*ii
2.74675-1.04986*ii, .684571-.65194*ii, -.250827-.84985*ii, 2.22142+.565873*ii, -3.55303+1.48692*ii, -3.66374-.776705*ii, -.763085-.023864*ii, 2.63218-.451666*ii, .022679+1.77441*ii, -.36288-.209129*ii, -2.55038-1.10676*ii
-2.77677+2.92348*ii, .554967-.050299*ii, .455621+.643678*ii, -1.86359-3.46491*ii, -.286811-1.30267*ii, 5.91766+2.6484*ii, -1.69285-2.50432*ii, 3.33759+1.20253*ii, -7.97586+9.17741*ii, .142615+.167151*ii, -1.74471-5.5193*ii
.061328-1.20186*ii, .0904536-.35612*ii, -.43881+.809929*ii, -.236753+1.85784*ii, -.101498+.397426*ii, 1.14702+.834108*ii, -2.87595+.580173*ii, 2.97754-2.30286*ii, .151263-1.66645*ii, .12437+.114765*ii, -.527214-.365465*ii
-.620722-.13155*ii, -1.05596-1.40071*ii, .46951-2.26469*ii, .671532+1.30257*ii, -.348202-.129894*ii, .116252-.0235659*ii, 1.6886-.252119*ii, 2.9255-1.17738*ii, .148736-.279246*ii, -1.83398+.866887*ii, -.120879-1.74032*ii
1.42799+.820685*ii, -1.41599-.051999*ii, -.148758+.754079*ii, .263954-3.02323*ii, -4.19697-.5142*ii, -2.76367-.367158*ii, -.358815-.151581*ii, -.364492-.444705*ii, -4.65973+.029943*ii, .124925-.530015*ii, 2.77757-5.50482*ii
-3.7409+1.31844*ii, .844599+.031779*ii, .999535-4.09977*ii, -1.96038-6.41845*ii, -.392714-.263668*ii, .152429-.16242*ii, 5.01228-6.72249*ii, 1.00449-2.58175*ii, -1.71257+1.13474*ii, .487246-1.71545*ii, -1.8062-3.80454*ii
-.720103-1.44596*ii, .784782+.64915*ii, .593848+.591082*ii, 1.56253-.926526*ii, -.667891+.505522*ii, -2.06444+1.01611*ii, -.356331+1.89526*ii, -1.61754+.603054*ii, -.877669-.314959*ii, .0411703+.424683*ii, .519725-.544687*ii
-.453132+1.19844*ii, .599524+.491876*ii, .857485+1.2145*ii, -1.52001+1.94414*ii, .6229+1.04391*ii, .579552+.011722*ii, .655597+.825269*ii, -.351923-.285202*ii, -1.74799-1.18229*ii, -.041651+.574951*ii, 1.35323+.844264*ii
-1.94477+3.20538*ii, 1.64843+1.63258*ii, 2.57494+1.89367*ii, -8.12692-3.61512*ii, -1.22208+6.28584*ii, .242773+.275206*ii, .549325+.202592*ii, .0137389-.01313*ii, -3.56555-3.17711*ii, .576517+3.66269*ii, .087397-6.37974*ii
-.837399-3.95219*ii, .74909+.579812*ii, .819+.24704*ii, 5.2367+3.37535*ii, -4.71632+.865523*ii, -3.93983-3.86715*ii, .022996+.842201*ii, -1.44591+2.11525*ii, .399656-2.92435*ii, .235134+.329961*ii, 4.11091-.705093*ii
