variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
.421395-.080362*ii, .164449+.423668*ii, -.305283+.296099*ii, -.256523-2.08903*ii, .796217-2.05128*ii, -.0575044+.471244*ii, .0071902+.101496*ii, .043044-.0973135*ii, -.033734-.647116*ii, -.071554+.944029*ii, -.320929-.530851*ii, -.531459+.834038*ii
.610481+.796091*ii, 1.3458+.869863*ii, -.0547646+.113694*ii, -.524427+.33424*ii, .524099-.338753*ii, -1.35557-.863986*ii, .069929+.804566*ii, .075527+.809841*ii, .358679+.0227585*ii, .710564+1.34444*ii, -.357401-.024964*ii, -.721378-1.34411*ii
-.200389+.183481*ii, .890249+.280802*ii, .204468+.14679*ii, .775843-.164997*ii, 1.02164-.322244*ii, -1.23216-.262176*ii, -.147459+.0866405*ii, .187211-.135496*ii, .411032-.0011364*ii, .358438+.743572*ii, -.30326-.0283236*ii, -.57757-.952536*ii
1.49907-.653257*ii, -.116799-.133096*ii, 1.01883+2.24361*ii, -2.07884+2.31857*ii, -3.72487+4.24459*ii, .214154+.238854*ii, .238106+.108894*ii, -.433385-.192667*ii, -1.45156-1.97748*ii, -.326476+.361591*ii, .789568+1.10002*ii, .584443-.661336*ii
.51813+.584059*ii, 1.61604+.711119*ii, .127099+.717987*ii, -.569479-.025613*ii, .518415-.228123*ii, -1.75128+.077363*ii, -.474247-.493124*ii, .639001+.233959*ii, .185947-.808425*ii, .095480+1.19245*ii, -.52844+.647143*ii, -.60922-1.0196*ii
.831663-.370314*ii, -.518355-.012929*ii, .705612-.390701*ii, -3.63003+1.14667*ii, -1.92798+.04809*ii, -.25114-.0787651*ii, .120391-.015094*ii, -.0620364-.00890091*ii, -.529667+.36752*ii, .417334+1.89121*ii, -.803742+.983374*ii, -.060703+.981208*ii
.959287-.747038*ii, .131679-.54363*ii, -.818178+.70126*ii, 1.51259+3.48856*ii, .420872+1.73754*ii, .104562-.24215*ii, .042099+.157583*ii, -.0078209-.0782933*ii, .55657+.032526*ii, .758946+.185646*ii, 1.17496-.131675*ii, .337914+.146818*ii
-.468667-.237805*ii, .887109+.620278*ii, -.790731+.075168*ii, .113231-.629911*ii, .757108-.529379*ii, -.276808-1.53569*ii, -.11643+.391781*ii, -.515379+.283242*ii, .063366+.804405*ii, .095764+.541163*ii, -.424508-.364819*ii, .45198-.650671*ii
-1.08139-.597703*ii, .0269484+.481713*ii, -1.70987+1.45798*ii, .226473+.993115*ii, .115771-2.06945*ii, -.217909+.956126*ii, .402368-.451082*ii, 1.03812-.655504*ii, 1.96272-.168151*ii, .839582+.394213*ii, .905182-.346335*ii, 1.41865+1.24161*ii
.811461+.132776*ii, -.0644048+.382957*ii, .768033-.058783*ii, -2.48889-2.87783*ii, -.427075-2.53943*ii, -.17149+.199062*ii, -.0822845+.0702754*ii, -.0724153+.0127063*ii, -.789635-.597077*ii, -.310508+1.81199*ii, -1.45542-.15031*ii, -.814761+.939856*ii
.206922-1.39751*ii, .30228-1.76128*ii, -.371689+1.44302*ii, .808988-.757377*ii, .094655+.551523*ii, -.654659-.617324*ii, .500826-.380512*ii, -.0130498-.313093*ii, -.175199+.100264*ii, -.895766-.511603*ii, -.358343-.179741*ii, -.464086+.233285*ii
-1.07839-1.62593*ii, -.645807-.151762*ii, -.397357-.39708*ii, -1.52251+.386347*ii, -1.46742+.344838*ii, -.616937-.156526*ii, .205922+.58709*ii, -.188561-.569184*ii, .043304+1.26204*ii, .636632+.603086*ii, .068362+1.31441*ii, .600487+.589316*ii
2.63273-.938859*ii, .0448961-.166608*ii, 1.53106-1.10298*ii, 3.14421+6.42579*ii, 1.5079+5.59577*ii, -.0613728+.125607*ii, .0213701-.194915*ii, .0468153-.152881*ii, -.967623-.407589*ii, 1.58727+.528483*ii, 1.26818+.266852*ii, -1.18113-.664842*ii
1.58603-.443843*ii, 2.12136-3.42352*ii, -1.67404+.215805*ii, .116508-.435779*ii, .130781+.211059*ii, -.564716-2.14031*ii, -.893786-1.58054*ii, -.961114-.258869*ii, -.4703+1.05338*ii, -1.66653-1.04536*ii, -1.98005+.69636*ii, -1.04695+.270098*ii
-.089247-.809137*ii, .435615-.275981*ii, .192573-1.74091*ii, -.283344+.954456*ii, 1.63811+1.03781*ii, .28527+.961425*ii, .374701-.157369*ii, -.094707-.782069*ii, -.849227+1.17762*ii, .693946+.479657*ii, .701697+.254944*ii, -1.26555+1.04391*ii
.49175+1.93384*ii, 2.47914+5.2442*ii, -.500057-2.18471*ii, -.307443-.106013*ii, .0736792-.155856*ii, 2.89391-.995376*ii, 1.62977+2.5077*ii, -1.38072+.685989*ii, -1.30565-.642019*ii, 3.1212+.468805*ii, .937043-2.59374*ii, .427126-1.60944*ii
-.137074-2.55387*ii, -.460624-.416*ii, 1.20543-.030055*ii, -1.07675+.982785*ii, -1.19571+1.07987*ii, -.506397-.462197*ii, .555862-.678828*ii, .619735-.748841*ii, -1.13072+.776069*ii, .415596+.71465*ii, -1.01991+.707931*ii, .454924+.791829*ii
1.39145+1.84621*ii, .187639+.0595065*ii, -.461014-3.58028*ii, 2.98612+1.78527*ii, 4.84237-1.53567*ii, -.246435+.147177*ii, .305942+.125347*ii, -.43233+.210897*ii, 1.71758+1.2462*ii, 1.69164+1.12434*ii, -.141879-1.44835*ii, -2.86315+.75821*ii
-1.81042+.488558*ii, .080201+1.66535*ii, -1.37908+.163058*ii, .17986-.834445*ii, .028851-.599085*ii, .246246+1.14603*ii, .502825+.98472*ii, -.463458-.633159*ii, 1.15478-.312164*ii, .866077+.001889*ii, 1.69289-.170684*ii, .600993-.097819*ii
-1.54069-2.01641*ii, -.736535-.310586*ii, -.181131+.187017*ii, 1.14914-.482485*ii, -1.15273+.48609*ii, -.739556-.310516*ii, .257039+.986376*ii, -.260463-.993302*ii, .237686+.714917*ii, .676412-.297213*ii, .235768+.712824*ii, .678283-.299286*ii
.24467+1.06654*ii, .848528-.736335*ii, .255288+1.11304*ii, -1.82864+2.10915*ii, .672267+.58338*ii, .232055+.267657*ii, .108234-.148113*ii, -.0437222-.0319846*ii, .203171+.296043*ii, -.248452+1.29945*ii, .938596-.644772*ii, -.409697-.0785254*ii
1.89395-.14224*ii, .23658+.239913*ii, -.354948+1.22297*ii, 1.57152-1.98684*ii, 2.08389-2.11324*ii, .244792+.309386*ii, -.254078-.275432*ii, .261561+.353528*ii, -.178272-1.74454*ii, -.530083+.920307*ii, -.313493-1.46452*ii, -.734245+1.00363*ii
.343613-.544673*ii, -.52945-.084283*ii, -1.61993+.713909*ii, .501667+.473607*ii, -1.84207+.293239*ii, 1.0527-.993553*ii, -.0891175-.455876*ii, -1.1191-.560273*ii, .540339-.560623*ii, -.135959-.637905*ii, -.28662-.0318148*ii, 1.58844+.760335*ii
.053975+.64457*ii, -.37329-.075647*ii, .419439+2.08058*ii, .060891+.832319*ii, -2.57321+.521459*ii, -.087276+1.19339*ii, -.38552+.0041116*ii, -.16591-1.19676*ii, .810874-2.2427*ii, .159508+.260756*ii, .675446+.346404*ii, .749165-.600792*ii
.0734774+.365242*ii, .618308+.927214*ii, -.0852683-.416292*ii, -1.31581-.90547*ii, .49782-.746531*ii, -.513422+.353379*ii, .0818544+.0792098*ii, -.0426775+.0454719*ii, -.118229-.11231*ii, .27455+1.16333*ii, -.203901+.208427*ii, -.648281+.163088*ii
1.33543+.365622*ii, .0699877+.400178*ii, -1.35632-1.17568*ii, 1.78053-1.18624*ii, .424063-2.42472*ii, -.388262-.259091*ii, .210258+.243922*ii, -.368678-.0201773*ii, 1.20146-.619514*ii, 1.03595+.107429*ii, -1.11184-.384726*ii, -.91071+.776273*ii
1.23529-.503653*ii, -.277103+.263449*ii, 1.01958-.67178*ii, -4.04841-1.11967*ii, -1.89548-1.80208*ii, -.229351+.0639566*ii, -.125024+.0989261*ii, .098085-.0192369*ii, -1.17765-.03374*ii, .341908+2.26566*ii, -1.6956+.83914*ii, -.473713+1.34594*ii
2.23662-2.39911*ii, -.0348899-.119442*ii, 2.41108+3.13626*ii, -.951742+5.06337*ii, -2.25334+7.71407*ii, .0358386+.190581*ii, .26841+.169813*ii, .390635+.304388*ii, -2.99718-1.94276*ii, -.301536+.84843*ii, 2.03628+1.0518*ii, .597451-1.26971*ii
-.559217-2.84098*ii, -3.2079+.58351*ii, .236337+2.42792*ii, -.495138-.209163*ii, -.301747-.0548871*ii, -1.71723+.722803*ii, 1.5083+2.26937*ii, 1.1305+1.10321*ii, .921107-.158491*ii, .419417+2.04465*ii, 1.63375+.078604*ii, .487198+1.08865*ii
.554289+.371684*ii, .714586+.127816*ii, -.711004-.318923*ii, -.581134+1.7705*ii, 1.35603-.242549*ii, .167746+.508448*ii, .0463147-.171048*ii, .125945-.0308862*ii, .421124+.38904*ii, .635324+1.03933*ii, .735567-.251383*ii, -.451434+.776777*ii
2.56829-.974104*ii, .0515048-.178779*ii, 1.57794-1.10768*ii, 3.18648+6.10428*ii, 1.48794+5.16482*ii, -.0671338+.128806*ii, -.0229583+.198984*ii, .0482062-.149918*ii, -.979966-.338154*ii, 1.73935+.637201*ii, 1.31625+.175171*ii, -1.23205-.75729*ii
-.287682-1.26035*ii, .083109-1.5182*ii, .459366-2.14755*ii, -.337893+.257881*ii, .035949+.656707*ii, 1.86689+1.42596*ii, -.630168+1.37485*ii, -1.20019-1.99724*ii, -1.87859+1.45175*ii, .99973+.130839*ii, 1.46091+.476481*ii, -1.03621+1.16318*ii
-1.8655-.856288*ii, -.00916709+.058957*ii, -12.922+6.73949*ii, -1.68879-1.62534*ii, -2.57506-16.5611*ii, -.306996+.295474*ii, -.411508+.143738*ii, 2.95495+.959957*ii, 9.93868-.00579*ii, 1.38038+.119565*ii, 1.10721-.843191*ii, 7.32906+6.64746*ii
-1.00804+.545858*ii, .0824413-.114126*ii, 2.61945-6.51546*ii, -1.15316-.092050*ii, 4.15922+5.75774*ii, .860555-.068716*ii, .413585-.268674*ii, -2.89293-.86098*ii, -3.43744+3.62028*ii, -.463204+.474943*ii, .086167+.809575*ii, -4.05872-.274875*ii
-24.4002-2.11557*ii, -8.87691+1.60652*ii, 22.9905+2.98719*ii, -.27428-.155767*ii, -.109079-.0197409*ii, 2.77827-1.55961*ii, 36.8904-15.6966*ii, 11.1444-9.52984*ii, 7.05724+7.71472*ii, 2.5625-8.37025*ii, -11.758-27.1691*ii, .109422+3.08972*ii
22.8385-3.39604*ii, 8.30282-2.17052*ii, -21.5588+2.34776*ii, .277423+.165569*ii, .112737+.0294715*ii, -2.67797+1.58361*ii, -29.0991+22.7327*ii, -8.41068+11.0306*ii, -7.83489-5.8772*ii, .62207+9.16044*ii, 16.3258+21.5257*ii, -1.12928-3.13115*ii
-1.87808-.843476*ii, .0026958+.0651903*ii, -12.9658+3.65211*ii, -1.71036-1.5915*ii, .63327-15.3135*ii, -.312939+.291204*ii, .415293-.141057*ii, 2.46705+1.46251*ii, 9.29239+2.03378*ii, 1.39333+.143677*ii, 1.15827-.875454*ii, 5.22219+7.54627*ii
.868198+.50682*ii, 1.59388+.958183*ii, -.742693+.398553*ii, -.320795+.307776*ii, .46085-.277046*ii, -1.62249-1.55573*ii, .311562+1.08577*ii, .079368+1.36541*ii, .507554+.170485*ii, .731385+1.11772*ii, -.440721-.0446347*ii, -.563168-1.5131*ii
.142258+.478878*ii, .834357+1.08916*ii, -.138793-.528263*ii, -1.38029-.71123*ii, .443238-.578596*ii, -.569778+.292451*ii, -.10693-.113694*ii, -.0598277+.0379408*ii, -.164092-.175033*ii, .291231+1.16814*ii, -.306185+.412824*ii, -.560793+.036413*ii
1.38779-.919462*ii, -1.87547+1.48308*ii, 1.46928-1.06149*ii, .701658-.557508*ii, -.328056-.25942*ii, -.870339-.688635*ii, .899572+.066364*ii, .0696244+.40153*ii, -.089066-.879224*ii, .896945+1.47577*ii, -1.88749-.249412*ii, -.570734+.562865*ii
3.47915-.564687*ii, .0165635-.136759*ii, 1.96351-.999133*ii, 2.4046+8.24665*ii, .872803+7.20643*ii, -.0325378+.111775*ii, .0246817-.20433*ii, -.0484076+.168129*ii, -1.22194-.722996*ii, 1.69249+.876657*ii, 1.56549+.60996*ii, -1.29133-.962783*ii
1.8149+.949852*ii, -1.37216-.980546*ii, 2.06543+.818736*ii, .13901+1.08028*ii, -.482425+.344741*ii, .114258-.908056*ii, .517639-.767773*ii, -.494494-.0399771*ii, .292319-1.1262*ii, -.572925+1.28515*ii, -1.56988-1.46029*ii, -.761377+.057922*ii
.219918-.418449*ii, .949703+.732224*ii, -.360377+.540227*ii, -.653807-.550753*ii, .660393-.509165*ii, .892961-.751547*ii, -.0580057-.267455*ii, -.264325-.0009081*ii, -.867295+.008766*ii, -.179067+.698598*ii, -.198371-.868811*ii, .627279+.314929*ii
.573798+.357667*ii, .0158706+.438991*ii, .621279+.194914*ii, -1.7345-2.75758*ii, .082246-2.27498*ii, -.162853+.26*ii, .0928433-.046353*ii, -.0721348-.0088036*ii, -.469898-.735684*ii, -.401304+1.5017*ii, -1.14798-.49442*ii, -.820465+.710873*ii
2.03329+.188034*ii, -.0201068+.0440628*ii, -14.6999+12.6544*ii, -2.00862-.803077*ii, -8.57136-18.7836*ii, -.428676+.171397*ii, -.450448+.133535*ii, 3.97689+2.04056*ii, 11.9732-5.45701*ii, 1.20881-.19616*ii, .513069-1.28152*ii, 9.6246+6.60529*ii
-1.6397-1.35408*ii, -4.33084-.354198*ii, 1.70098+1.60728*ii, .175657+.407626*ii, -.229368+.0187589*ii, -.892445+2.05822*ii, -2.0996+1.03994*ii, -.13996-1.17776*ii, .99751-.627908*ii, -.532093+2.84716*ii, 1.77314+1.43815*ii, 1.30341+.732985*ii
-.873699+.064946*ii, .0121504-.11442*ii, 6.33263-3.84937*ii, .956719+.373088*ii, .91774+8.6423*ii, .906069-.353347*ii, -.383064+.183198*ii, -2.85797-2.15916*ii, -5.13138+.840782*ii, -.53387+.11107*ii, -.190732+.584892*ii, -2.90795-3.57582*ii
1.92804+.14582*ii, -.0181314+.0568011*ii, -13.3858+8.8791*ii, -1.88465-.707562*ii, -5.1001-15.9773*ii, -.464441+.174375*ii, .458928-.133831*ii, 3.23366+2.30275*ii, 10.3492-3.27749*ii, 1.15381-.136664*ii, .461395-1.22042*ii, 6.84015+6.83127*ii
1.50365-.387048*ii, -.153558-.119176*ii, .371413+2.65568*ii, -1.8937+1.74637*ii, -4.06422+3.15421*ii, .285078+.262877*ii, -.264687-.14212*ii, -.501956-.327017*ii, -.923279-2.43008*ii, -.531802+.267195*ii, .56444+1.17446*ii, 1.10232-.441152*ii
1.78716-.230421*ii, -1.13972-.401435*ii, 1.76876-.336727*ii, -1.0036+2.16298*ii, -.780571+.274935*ii, -.179388-.378407*ii, -.216196-.308331*ii, .0167388-.129447*ii, -.300141-.276966*ii, .525588+2.05119*ii, -1.17728+.052066*ii, -.376426+.629942*ii

component_3:
equations:
dt*F-1
c^2*dt^2-dt^2*v^2-4*L0^2
m0*u0-m*u
-dt*u+dt0*u0
.9986*c^2*F0^2-1.0012*c^2*F^2-1.0104*v^2*F0^2
.9927*c^2*m0^2*u0-.9895*c^2*u0*m^2+.9992*v^2*u0*m^2
1.0032*c^2*L0^2-.9984*c^2*L^2-1.0011*v^2*L0^2
points:
4.63772e-16-1.72921e-17*ii, .152476-.654585*ii, -5.51275e-17+3.30015e-17*ii, 2.20089-.970865*ii, .337538+1.44906*ii, .109645-.693928*ii, 4.3681e-18-1.73642e-16*ii, -1.30284-.70273*ii, -.228399-.379907*ii, -.541536-.842812*ii, -.19174-.378257*ii, -.628081-.837874*ii
-1.0565e-20+3.41214e-20*ii, .247959+.875375*ii, -2.69875e-20-7.1876e-21*ii, -1.18321+.020979*ii, .299553-1.05752*ii, .0549195+.35519*ii, 0, .177193-.187151*ii, .0137301-.0710156*ii, .517037+1.35414*ii, .0125065-.182671*ii, .137283+.555902*ii
5.13291e-24-8.84989e-24*ii, 1.30701+.640612*ii, 6.29289e-24-1.14872e-23*ii, -.077996+.648558*ii, .616905-.302367*ii, -.100597-1.0219*ii, -5.30773e-24-3.04884e-24*ii, -.00048857-.0348913*ii, -.170095+.468059*ii, .615052+.79042*ii, -.437479-.554038*ii, .246035-.662311*ii
2.84129e-19+3.12148e-19*ii, 1.44396+.981314*ii, 7.20678e-20+3.15422e-20*ii, -1.71921-1.17743*ii, .473741-.321955*ii, -1.19614+.734004*ii, -1.70235e-20+1.9886e-20*ii, .479697+.0837134*ii, -.581041-.293495*ii, .199605+1.1293*ii, -.035809+.809014*ii, -.893521-.22678*ii
1.04801e-16-5.54826e-16*ii, -.782919-.36235*ii, 4.63914e-17+1.40731e-17*ii, .775751-1.239*ii, -1.05194+.48686*ii, .339183+1.68987*ii, 0, -.801047-1.43905*ii, .061587-1.46506*ii, -.0623644-.455274*ii, .573666+.457821*ii, -.660577+.637575*ii
0, -2.98891-1.3023*ii, -4.61197e-20+6.96687e-20*ii, 5.49547+.052372*ii, -.281189+.122517*ii, 1.44805-2.09817*ii, 2.31013e-19-2.65525e-20*ii, -2.31651-1.2565*ii, 1.75896-.494148*ii, -.298482-1.20823*ii, -1.05205-2.08632*ii, .971992-.04768*ii
3.3628e-10+1.7095e-9*ii, -.429025-.186012*ii, 3.15196e-9-2.47018e-9*ii, -1.1754+1.34096*ii, -1.96204+.850678*ii, -.795001-.2277*ii, 3.18331e-9+3.48667e-9*ii, .58555+2.51688*ii, -.032950-.82982*ii, -.528281-.407766*ii, .0424277-.467678*ii, -1.01995-.593766*ii
-5.22134e-10+7.33162e-10*ii, -.161137+.0585117*ii, 1.17044e-10+8.86651e-10*ii, 3.1783-1.4647*ii, -5.48294-1.99095*ii, -.26745+.206556*ii, 8.41334e-9+3.63413e-9*ii, -1.72987-1.09667*ii, 3.12682+.044717*ii, 2.20556-1.85479*ii, 1.50407+.504479*ii, 3.02831-4.8061*ii
2.58082e-9+9.15786e-10*ii, .10747+1.63856*ii, 9.92344e-9-3.1203e-10*ii, -.29224-.0194048*ii, .039857-.607677*ii, -1.7817-.938461*ii, -2.22886e-9+1.0326e-9*ii, -.389302+1.12407*ii, .326143+.571013*ii, .482972+.496967*ii, .257812-.470179*ii, -.829204+.186147*ii
3.48291e-9-8.65979e-10*ii, -.458373-1.69675*ii, 1.83657e-9-1.2937e-9*ii, -.407155+2.37358*ii, -.148385+.549276*ii, .472596+.826243*ii, -4.67554e-9+1.46495e-10*ii, -1.79267+2.15646*ii, 1.78956+.10187*ii, -.662193-.385251*ii, -3.14935-1.01778*ii, .399737+.111147*ii
2.16201e-8-4.90835e-9*ii, -13.4112+3.10756*ii, -2.57837e-8+6.93798e-9*ii, -2.47297-5.30032*ii, -.0707651-.0163973*ii, -16.2826-9.07021*ii, 4.69841e-8+1.18137e-7*ii, 10.1981+9.84634*ii, 6.13547+11.0693*ii, 9.31857-.94688*ii, 8.84723+3.01794*ii, 10.2119+7.51892*ii
5.42336e-9+1.40639e-10*ii, -.37312+.254223*ii, -5.81517e-9-6.48148e-10*ii, 1.93464-1.27755*ii, -1.83038-1.24712*ii, -.102015-.0276599*ii, -1.46464e-9+6.76657e-10*ii, .566678-.038994*ii, -.572047+.247357*ii, -2.51351+3.01888*ii, -.78623+2.54345*ii, -.91955+.012531*ii
3.72508e-9-3.80667e-9*ii, -.114717+1.27031*ii, 1.10123e-8-2.24844e-9*ii, -1.29236-1.0217*ii, -.070515-.780843*ii, -1.34645+1.30722*ii, -8.31038e-9+5.86913e-9*ii, -.693532+.518012*ii, 2.72633-1.32494*ii, .29741-1.41808*ii, .818025-1.89085*ii, 1.69202-1.29685*ii
-1.25914e-9+1.36674e-9*ii, .082325+.18146*ii, -5.35298e-10+1.35433e-9*ii, -1.86822+6.33082*ii, 2.0734-4.57018*ii, 1.94098+3.34254*ii, -6.3349e-9-1.99467e-9*ii, 1.55044+3.77597*ii, .098502+7.85594*ii, -.334132+.0048195*ii, -.0354561+.40347*ii, -6.43955+.741309*ii
1.53747e-9+8.05677e-10*ii, .763667-.253462*ii, 1.03223e-9+5.68402e-10*ii, .408674-4.55583*ii, 1.17954+.391489*ii, .141945+.194407*ii, -6.00998e-9+1.36336e-9*ii, -4.72116-1.24713*ii, .776704+.45203*ii, 3.62213+1.15319*ii, 2.23143-2.01113*ii, .002254+1.13718*ii
-2.63557e-9+1.87676e-9*ii, .323846-.0293982*ii, 2.68147e-9-2.85067e-9*ii, 2.66514-4.09658*ii, 3.06265+.278023*ii, -.421895+.0233937*ii, 1.04122e-10+2.56775e-9*ii, .682458+.672504*ii, 2.35328-2.47596*ii, -.139792-.317031*ii, -1.74296+1.96788*ii, .167064+.418084*ii
1.7e-9-3.5711e-9*ii, .290372-.254744*ii, -3.83952e-9+4.75122e-9*ii, .645371-.095866*ii, 1.94606+1.70728*ii, -.193332+.0262105*ii, -1.4892e-9+6.7175e-10*ii, -1.24356+.908096*ii, -.732826-.547307*ii, .206445-1.13607*ii, 1.80805+.101534*ii, -.403947+.420656*ii
1.35175e-9+1.18927e-9*ii, -.144333-.0112843*ii, -1.09339e-9-5.1367e-11*ii, 1.46642-2.30607*ii, -6.88633+.53839*ii, -.0362486-.0631018*ii, 3.68664e-9+2.40424e-9*ii, -1.6307-6.17229*ii, -4.11814+1.95589*ii, .679707+1.44489*ii, -1.40949+8.95952*ii, -.406903+.691854*ii
-1.10257e-9+1.31935e-9*ii, -.476562+.0905395*ii, -5.20666e-9-2.073e-10*ii, .109124-2.5664*ii, -2.02526-.384769*ii, .725169+1.53688*ii, 1.65336e-9-2.75577e-10*ii, -1.88589-1.48648*ii, -5.01547-5.50681*ii, .064467-.797191*ii, 1.88037-.992393*ii, -2.76031+.480742*ii
1.77583e-10-6.53787e-10*ii, -2.95245+.026287*ii, -2.23251e-9+1.88789e-9*ii, -3.36992+.126075*ii, -.338674-.0030154*ii, -.447629-.78659*ii, -3.01824e-9-3.12138e-9*ii, -3.45974+2.84845*ii, .46482+.33603*ii, -1.8081+.256502*ii, 1.69582-.790877*ii, -.338498-.445837*ii
-3.97161e-9+2.14523e-8*ii, -.376284-.439547*ii, 4.43356e-10-2.19965e-9*ii, .423412-1.62589*ii, -1.12394+1.3129*ii, 1.7372+1.45572*ii, -4.67314e-9+5.3646e-11*ii, -1.55673+.513238*ii, -.318368-1.22098*ii, .0258204-.0154879*ii, .0288713+.320828*ii, -.0897785+.0764857*ii
9.31232e-9+2.48796e-9*ii, -.285849+.103286*ii, -1.22796e-8-2.35891e-9*ii, -2.13317+3.65475*ii, -3.09435-1.11808*ii, 1.10401-2.71884*ii, 1.2697e-9-1.43454e-9*ii, -.051678+1.34943*ii, -1.10397-.550739*ii, -.143089+.0957672*ii, .034048+.123164*ii, .236315-1.64547*ii
3.86918e-9+5.20987e-9*ii, -.4197-.365536*ii, 2.27499e-9+1.22401e-9*ii, -.859714+.855845*ii, -1.3549+1.18004*ii, .373781+.370728*ii, -1.64351e-9-5.07503e-10*ii, 1.21017+.040887*ii, -.994169+.338633*ii, .496583+.108263*ii, 1.02566-.425279*ii, -.462102-.132593*ii
1.85413e-9-2.32532e-9*ii, 1.70642+.355653*ii, -3.0063e-9-2.52469e-9*ii, 1.71061-.179826*ii, .561624-.117054*ii, -2.40436+1.24407*ii, 1.11045e-8+1.35809e-8*ii, 1.73029+1.35556*ii, .143313-1.46593*ii, .241479-1.2122*ii, -.667266+.673943*ii, .897211+1.69705*ii
4.10458e-9-1.31106e-9*ii, -.583565-.526858*ii, 2.67389e-9+4.99819e-9*ii, 1.754-1.13764*ii, -.944084+.852345*ii, .838681-1.44209*ii, -1.07918e-9+9.58746e-10*ii, -1.13446+.552821*ii, .0279042+.457744*ii, .33109-.259297*ii, .213805+.0315987*ii, .683189+.574034*ii
7.7493e-11-1.70732e-9*ii, -.490544+.467259*ii, -6.7159e-10+5.77546e-10*ii, -6.58976-4.08343*ii, -1.06881-1.01807*ii, -2.59275+1.84482*ii, 1.62034e-9+3.97424e-9*ii, 2.28377-2.95218*ii, 3.8073+4.01924*ii, .117069-.455636*ii, .92401+.731754*ii, .848584-2.04021*ii
-1.39328e-9-2.35594e-9*ii, 1.65897-1.19825*ii, 8.65125e-9-5.69387e-9*ii, -1.51258-.704616*ii, .396127+.286116*ii, 1.26584-2.8804*ii, 6.68677e-9+4.27803e-9*ii, 3.37858-.577735*ii, -.631208+1.52585*ii, -.395712+.916961*ii, -.856746+.647724*ii, .189611+1.52368*ii
-2.50467e-10+7.12172e-9*ii, .877407+2.74159*ii, -3.22594e-9+8.3129e-9*ii, -1.61006-1.78278*ii, .105888-.330864*ii, .38154-.379987*ii, 1.45338e-9+6.02356e-10*ii, -.97849-.721238*ii, .137791-.0988752*ii, 1.98139-1.24232*ii, .134407+.896591*ii, -.375873-.223852*ii
-9.8493e-10-2.02547e-9*ii, 1.54492-.437314*ii, -3.7893e-10+8.7149e-9*ii, -.891836+.515452*ii, .599264+.169631*ii, 1.85552+.157672*ii, -5.76313e-9-6.91065e-9*ii, -.474862+1.66251*ii, 1.18263+.170288*ii, -.011927+.509592*ii, 1.00591-.222419*ii, -.221489+.548129*ii
-2.43937e-10+1.60968e-9*ii, .283601-.0375473*ii, -4.78294e-9+4.1677e-11*ii, 1.06946+.862384*ii, 3.46534+.458794*ii, -.806054-.320136*ii, 8.62787e-9-1.06793e-8*ii, -2.90348-2.9677*ii, -5.24853+2.8865*ii, .828261-.743126*ii, 1.04663-1.67575*ii, -3.29112+.741431*ii
5.79371e-10+4.74711e-10*ii, -.0585517-.157545*ii, -5.2022e-11-2.42867e-9*ii, -2.51314-5.01438*ii, -2.07273+5.57707*ii, -.788887+.076867*ii, 5.73072e-9-6.84372e-9*ii, -6.57481+.195091*ii, .311084+6.19624*ii, .45777-.0230911*ii, -1.2533+.399897*ii, .447007-2.11483*ii
-1.55731e-9-6.18358e-10*ii, 1.07961+1.19976*ii, 2.18895e-9+2.20317e-10*ii, 1.42735+.71442*ii, .41444-.460565*ii, -.906066-2.2411*ii, -4.61508e-9+4.34256e-9*ii, 2.7492+5.43001*ii, 2.5726+4.03326*ii, -.022598+1.04394*ii, -2.53406-1.9444*ii, .565786-1.45798*ii
-4.68374e-9+4.18033e-9*ii, .57514-.186106*ii, 6.88348e-9-7.89834e-9*ii, 1.38626+1.81712*ii, 1.57391+.509292*ii, .642011-.000151*ii, -6.19509e-10+5.10146e-9*ii, 1.63416-1.31147*ii, -.155342+.193895*ii, 2.72812+1.94586*ii, -.0830065+.21871*ii, 2.12111+2.85774*ii
-8.54969e-10-4.32106e-9*ii, -1.00743-.54942*ii, -2.67234e-9-6.67625e-10*ii, 1.4932-.910591*ii, -.765071+.417245*ii, 2.44612+.393052*ii, -3.51508e-9+3.0271e-9*ii, -5.2102+2.51523*ii, -2.77055+.349721*ii, -.531347+.295901*ii, 1.26382+.275184*ii, .868509-.98482*ii
-6.45438e-9+1.60187e-9*ii, -2.03334+.063820*ii, -6.99206e-9+1.98161e-9*ii, -1.40738-.593143*ii, -.491318-.0154209*ii, 1.03748+.380333*ii, -1.79296e-9+2.52127e-9*ii, .650694-.760518*ii, -1.23656-.784353*ii, .842706+1.32598*ii, 2.65113+.489289*ii, -.155618-.839071*ii
-2.26847e-9-8.94498e-9*ii, 3.80066+3.26205*ii, 5.7071e-9+2.15533e-9*ii, 1.66114-3.32889*ii, .151505-.130035*ii, .967233+1.87406*ii, 1.40453e-8-5.94249e-9*ii, -3.15859+6.55824*ii, -.18817+1.05466*ii, 1.15659-3.49108*ii, .526637+2.48919*ii, 1.00348-1.17942*ii
