variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
.491024-.192478*ii, .025443-1.04277*ii, .185833+.249397*ii, .036189-.836325*ii, .023385+.958412*ii, .950646+1.59542*ii, -.127533-.288027*ii, -.168005-.319205*ii, 9.72867e-17-1.60903e-17*ii, -.829452-.308115*ii, 6.10754e-17-5.71393e-17*ii, 1.54208-.322388*ii
.0156993-.0151284*ii, .430524-.517235*ii, .146387+.113629*ii, .0911096+.147854*ii, .950629+1.14209*ii, .81892+1.47003*ii, .0133684+.0613273*ii, -.187439-.503259*ii, -2.5868e-17-1.76418e-16*ii, -.285696-.721556*ii, 1.50199e-16+4.77052e-17*ii, 1.94045-.016747*ii
-.125698+.209928*ii, .300214+.483147*ii, -.690592-.996605*ii, .0507753-.346311*ii, .927849-1.49322*ii, -.414516-2.82725*ii, -.322755-.134156*ii, -1.2176-1.26463*ii, -.975413-.302911*ii, .396384+.151416*ii, .202104-.0221795*ii, -1.5224-1.49194*ii
6.88295+2.54029*ii, -.61761-6.32402*ii, -6.19364-2.86367*ii, -.160555+.312909*ii, -.015297+.156633*ii, -1.29868-2.52867*ii, 1.25512+10.3531*ii, -2.22705-4.0992*ii, -1.22068+3.38953*ii, -5.5603+2.11777*ii, -5.3267+6.0394*ii, -1.96388+1.79685*ii
1.00574+.381044*ii, .533923+.139214*ii, 2.06777-.064093*ii, -.259838+1.00013*ii, 1.7537-.457257*ii, .243359+.936821*ii, .056086-.517368*ii, -.840217+.35646*ii, -.573769-2.10014*ii, .272642-.944722*ii, -1.20478-.298043*ii, 1.68011-.390289*ii
-.592993-.263695*ii, -.230408+2.34343*ii, -.597945-.245582*ii, 1.26665+1.2318*ii, -.0415543-.422639*ii, .406436-.393754*ii, .172349-.063377*ii, .0414419+.0151518*ii, -.102735-.550599*ii, .516634-1.29266*ii, 1.8077+1.47109*ii, -.295599+.15666*ii
.656967+.591402*ii, -.10021+.024003*ii, -.440513+1.52942*ii, -4.07083-2.70846*ii, -9.4376-2.26057*ii, -.170296+.113308*ii, -.08943-.0131358*ii, -.175595+.0367216*ii, -.0114316-.151603*ii, -3.95412+.125659*ii, .0209256-.0736754*ii, -7.28181+2.94031*ii
-1.53385-1.0775*ii, -.425554+.133564*ii, .90226+.488351*ii, -2.57074-.671663*ii, -2.13916-.671394*ii, .239313+1.74398*ii, .330497+.123208*ii, .273459+.117365*ii, -5.3328e-18-1.30647e-16*ii, -.133825-.393395*ii, -1.36458e-16-5.48288e-17*ii, -1.61901+.261519*ii
.444489+.608587*ii, -.318673-.463931*ii, .313263+1.68196*ii, .826931+.057953*ii, -1.00596+1.4645*ii, -1.20358+.084375*ii, .293105+.347431*ii, -.960369+.163762*ii, 1.35244-.669818*ii, -.491851+.647656*ii, .589264+.385271*ii, .661825+1.61283*ii
.840978-2.63317*ii, 1.16967+.150762*ii, -1.95841+3.52816*ii, -.347762-.6679*ii, .840968-.108394*ii, -.613378+1.17819*ii, -1.29294-1.30274*ii, -1.87886+.861228*ii, .711028+1.58495*ii, -.266466-1.39682*ii, 1.10349-1.07756*ii, 1.58029+.260399*ii
-4.53146-5.14683*ii, -.276927+.417181*ii, 3.91201-1.05828*ii, -1.15097-1.37139*ii, -1.10449-1.66388*ii, .359103-.427855*ii, 1.91445-.045303*ii, 2.12751+.188936*ii, -1.8234-.761833*ii, 1.12118+2.43456*ii, 1.70075+.495558*ii, -.938678-2.83885*ii
-.836949+.127047*ii, -.112299-.0206351*ii, .731933+1.50795*ii, -3.99923-.240521*ii, -8.61396+1.58283*ii, -.249181+.0149889*ii, .103307-.022097*ii, .207685-.100971*ii, .48678-.0132835*ii, -2.65713+1.64898*ii, .217626+.0474153*ii, -4.77705+4.8914*ii
-.070223+1.95937*ii, 7.91753-1.75765*ii, -.070222+1.95932*ii, 8.91734+1.97967*ii, .12037+.0267215*ii, -7.01792-4.96355*ii, -2.57745+7.12559*ii, .0000768424+.000415952*ii, 3.75769e-16-5.10056e-17*ii, -3.76761-.777747*ii, 4.83399e-16-1.03884e-16*ii, 2.07244+3.51139*ii
-2.05168-.158757*ii, -.517444+.26445*ii, .70891-.382295*ii, -1.62973-.686314*ii, -1.53234-.783134*ii, .411885+1.13888*ii, -.552032+.183765*ii, .548879-.138664*ii, 2.44349e-17+7.91714e-17*ii, .182102-.854288*ii, -1.99536e-17-9.92311e-17*ii, -1.71894-.599284*ii
-.578377-3.14659*ii, -.59595+.298292*ii, 3.09641+.414505*ii, 1.04825+.336399*ii, -1.34182-.671625*ii, .864988-.27757*ii, -.686762-1.28042*ii, .65805+1.8677*ii, -.626186-1.61589*ii, -.417407+1.07514*ii, .63529+1.10122*ii, .786446-1.36127*ii
131.663+70.8148*ii, 230.664-605.594*ii, 131.672+70.8194*ii, 629.959-450.939*ii, .000549265+.00144206*ii, -669.875+91.333*ii, 302.947+350.038*ii, -4.7248+4.08917*ii, -2.49501e-18+1.40926e-17*ii, -160.769+289.861*ii, -1.46009e-17-1.51552e-17*ii, 345.793+2.4097*ii
-.443403-.592519*ii, .5169+.182661*ii, .835107-.80933*ii, -.952236+.242095*ii, 1.71984-.607753*ii, .986529+.250807*ii, -.144387-.347819*ii, -.325436-.618754*ii, -1.03585-.572258*ii, .44848-.727834*ii, -.527669-.357481*ii, .706853-1.42128*ii
.440108-.299714*ii, .158237-.897274*ii, .168058+.371763*ii, -.207212-.85248*ii, .190615+1.08087*ii, .512327+1.80909*ii, .106733+.284067*ii, -.110555-.363152*ii, 3.55268e-20+1.31581e-20*ii, -.656399-.332546*ii, -2.04476e-20-2.41022e-21*ii, 1.51824+.027944*ii
.150878+.0912998*ii, .233946-.503313*ii, .238606+.546033*ii, -.24881+.479513*ii, .75943+1.63385*ii, .852713+1.64333*ii, .0106893-.162868*ii, -.40831-.359987*ii, .362384-.0762985*ii, -.258174-.592453*ii, -.0844655-.0720495*ii, 2.09078+.525157*ii
17.2661-14.2995*ii, -8.83722-11.59*ii, 18.4761-15.1245*ii, .153896+.106038*ii, -.0416017+.0545605*ii, 4.41018-3.03923*ii, -16.335+57.7271*ii, 20.8938+7.01267*ii, -9.88937-10.6044*ii, -21.1459+12.1042*ii, -27.5311+28.266*ii, -4.06975-7.9754*ii
-2.77568-1.69371*ii, .428289-.754954*ii, -5.38423-.923553*ii, .7758+.015696*ii, .568485+1.00208*ii, 1.2887-.026016*ii, 1.81022+1.05498*ii, -.026618-3.11071*ii, -.184105+5.09585*ii, -.0985221-.444845*ii, 2.88655+1.85969*ii, .493139-.463266*ii
1.12993-1.41363*ii, -1.74944+.346565*ii, 1.29329-1.08279*ii, .676906+.586318*ii, -.550028-.108961*ii, .843887-.731313*ii, .039969+1.00956*ii, .334918+.536573*ii, -.78412-1.50183*ii, -.479617+1.13814*ii, -.100914+2.70392*ii, -.092318-.767795*ii
-.112937-.271295*ii, .277692+.0068108*ii, 1.0783-.544311*ii, .850392+.037793*ii, 3.59895-.088269*ii, 1.17379-.052167*ii, -.0733454-.156249*ii, -.354961-.637852*ii, -.407344-1.11122*ii, .611324-.527376*ii, -.0779781-.268718*ii, 2.42601-2.40353*ii
-.886544-.762325*ii, 1.72492+1.03007*ii, -.527855-.241183*ii, .451943-.323085*ii, .427342-.255195*ii, -1.46433-1.04687*ii, .250063+1.0221*ii, -.147956-.930937*ii, -1.09263+.091594*ii, .389242-.401725*ii, 1.20696-.202173*ii, -.377165+.33003*ii
-.326552+.961419*ii, -1.05968-.940987*ii, .923252-.851895*ii, -.619818+.003631*ii, -.527629+.468529*ii, 1.61356+.009316*ii, .267932-.773986*ii, -.351975-.863407*ii, .130913-.697362*ii, -.462025+.533635*ii, -.490439+.384469*ii, -.005438-.803666*ii
-1.04665-.279719*ii, .729967+1.4391*ii, -1.08218-.285293*ii, 2.06828+1.19291*ii, .280342-.55268*ii, -.363494+.209565*ii, -.219253+.0587845*ii, .0183081+.0560822*ii, -.280725+.43122*ii, .516363-1.89633*ii, 1.59825+1.16687*ii, .499562+.107674*ii
.0607695-.0460578*ii, .32961+.189314*ii, -.652193+.279731*ii, .197268+.204481*ii, 2.28132-1.31029*ii, .286179+.285279*ii, .0159172-.133236*ii, -1.16058-.443482*ii, -1.31091e-20-1.90855e-20*ii, .398159-1.49863*ii, 1.11058e-20+1.78553e-20*ii, .822149-1.42876*ii
-1.107+867.976*ii, -329.364-464.858*ii, 1.107-868.032*ii, 1596.86+345.139*ii, -.00101476+.00143221*ii, 1654.67-1014.55*ii, -1363.58-1929.74*ii, -26.0475+18.4055*ii, 3.83255e-17+2.10253e-17*ii, -432.146-142.846*ii, -2.52845e-17+3.52837e-17*ii, 583.269-1436.73*ii
-.755893+.323583*ii, .022465-.523139*ii, 1.32025-.236061*ii, 1.30918-.54227*ii, .081936+1.90802*ii, -.652125-.270085*ii, -.290105+.0034224*ii, .129641-.368896*ii, .122837-.882886*ii, .318199+.95017*ii, .646534-.138814*ii, 1.35027+.035912*ii
4.93036+.16354*ii, -5.70122+4.56568*ii, -4.93023-.163536*ii, -7.91559-6.34096*ii, -.106866-.0855808*ii, 3.75869+6.23785*ii, -3.98624+.092064*ii, -.000767255+.000574977*ii, -1.00903e-16+1.0532e-15*ii, 1.03179-4.93746*ii, 3.48023e-16-3.64104e-16*ii, -4.74325-1.67226*ii
-8.99446+6.40739*ii, 17.7063+18.6195*ii, -8.99422+6.40722*ii, -1.98701+2.08945*ii, .0268196-.0282029*ii, -62.7037-13.0335*ii, -4.87689+53.2269*ii, -.00740721-.00143591*ii, -2.61168e-15-2.52498e-15*ii, 16.8042-5.16072*ii, 1.5379e-17-3.49698e-15*ii, -27.1139+34.4187*ii
-.771399+.080598*ii, -.115684-.0242228*ii, .631563+1.41833*ii, -3.83682-.182653*ii, -8.28115+1.73396*ii, -.260079+.0123841*ii, -.0997969+.0152542*ii, .204314-.0877495*ii, .442403+.0632849*ii, -2.53078+1.5891*ii, .187162+.0782652*ii, -4.51672+4.78925*ii
.654814+.637189*ii, -.0951569+.0204119*ii, -.586956+1.57732*ii, -4.34241-2.5852*ii, -10.0467-2.15509*ii, -.163321+.107914*ii, -.0879143-.0210272*ii, -.183023+.0166869*ii, -1.46334e-20+3.31741e-21*ii, -4.14463+.177472*ii, -3.92596e-20+1.11565e-19*ii, -7.63458+3.36719*ii
.258942-1.30777*ii, 1.20472+.160581*ii, -1.00811+1.32635*ii, -.595984-.44053*ii, .815577-.108711*ii, -1.08516+.802261*ii, .383976+.813319*ii, -.934267-.352293*ii, -.215231+.639051*ii, -.032857-.788072*ii, .539565-.278711*ii, .634821+.603361*ii
-.500544+2.23637*ii, -2.40894-3.88708*ii, .500079-2.23536*ii, 2.94092-5.9223*ii, -.115192+.185875*ii, -4.57391+3.09793*ii, -.162942+.0389095*ii, .00503049-.000616427*ii, 5.10646e-16-1.68896e-16*ii, 2.21518+.663905*ii, -1.563e-16+1.43172e-16*ii, .69292-2.70629*ii
6.49441-4.8731*ii, -1.6592+4.36422*ii, -6.49423+4.87297*ii, -5.63857-14.8314*ii, -.0761125-.200199*ii, -16.4625-6.68539*ii, -8.14699+20.765*ii, .000279123+.00096901*ii, 2.36528e-17-3.17719e-16*ii, .724674+3.59058*ii, -6.72151e-16-7.80278e-16*ii, -13.7227+2.45045*ii
-318.023+304.824*ii, 808.679+651.58*ii, -318.044+304.844*ii, -103.347+87.7031*ii, .000749806-.000604144*ii, -2590.96-108.557*ii, 187.728+2177.95*ii, 29.398-2.53394*ii, 8.11167e-18+1.51815e-17*ii, 658.523-292.824*ii, 3.03011e-17-1.06108e-17*ii, -887.988+1565.27*ii
-4.2191-7.10732*ii, 5.16866+1.58469*ii, 4.21899+7.10713*ii, -13.1016+4.01702*ii, .17685-.0542215*ii, -8.70312+15.9934*ii, 18.1531+9.21235*ii, -.000280403-.00115503*ii, 4.0135e-16-5.74116e-16*ii, 3.68281-1.58717*ii, -6.32738e-16-1.44301e-16*ii, 2.76347+13.221*ii
10.68-11.7616*ii, -.12788-.0080789*ii, -10.9208+12.5508*ii, 3.88861-23.6302*ii, -7.78875+.49206*ii, -.00676904-.0412514*ii, .27857+.180247*ii, .0369495-.101704*ii, 1.71736+4.18043*ii, -10.5479+4.56292*ii, 13.667-2.26247*ii, -2.22107-3.02069*ii
.00697651+.00483772*ii, .133852-.76807*ii, .0369779+.154795*ii, -.0423241+.0537708*ii, .220207+1.26359*ii, -.564378-.573004*ii, .00375283+.0619176*ii, -.910687-.722806*ii, -1.32142e-17+3.2884e-19*ii, .047590+.804665*ii, -4.79967e-17-1.80529e-17*ii, .703915+.442664*ii
.222607+.206188*ii, -.234051-.148972*ii, .132657+.516716*ii, -2.0668-.566876*ii, -3.04071+1.9354*ii, -.867651+2.41501*ii, .0628085+.0326524*ii, -.111624+.0413962*ii, 1.88193e-16-1.42477e-16*ii, -.282485-.136637*ii, 4.64204e-16-9.74071e-17*ii, -.657753+2.8269*ii
-.994676+.220942*ii, .004317-.558418*ii, 1.57129-.057611*ii, 1.39703-.447936*ii, .013844+1.79067*ii, -.649228-.208135*ii, .345802+.0317953*ii, .162799-.391367*ii, .277102-1.00774*ii, .28705+1.15017*ii, .855565-.029241*ii, 1.44484+.083792*ii
-7.20792-5.17227*ii, -9.93772+17.4359*ii, -7.20773-5.17213*ii, -1.8278-3.20699*ii, -.0246734-.04329*ii, -7.15528-51.6192*ii, -43.0123+12.3492*ii, .00430505-.00197644*ii, -3.8047e-16+1.59618e-16*ii, 7.39287+11.97*ii, -1.13506e-15-2.70556e-15*ii, -34.1679-12.9292*ii
.23172+.150485*ii, .350657-1.13018*ii, .171452+.440771*ii, .230462-.451477*ii, .250421+.807117*ii, .897145+1.75734*ii, .0282862-.27106*ii, -.281742-.356435*ii, .230219+.0753942*ii, -.852172-.665001*ii, -.0672757-.12877*ii, 1.79143-.198256*ii
-1.07172+.604502*ii, -.662374-.959404*ii, 1.45586-.364377*ii, -.953064+.005429*ii, -.487328+.705862*ii, 1.04943+.005842*ii, -.56402+.313947*ii, .059114-.577932*ii, .421515-.630987*ii, -.450683+.520129*ii, -.842809+.0176*ii, -.15146-.60071*ii
1.48577+4.54972*ii, -4.64593-8.28208*ii, -1.3414-5.19687*ii, .189349+.0437103*ii, -.0515199+.0918419*ii, -5.01621+1.15904*ii, -6.35923-10.5469*ii, -6.45373+1.70579*ii, -1.56505+3.19412*ii, 6.00916+.484567*ii, -6.46458-1.11935*ii, 1.16548-3.05359*ii
-.245522+.336258*ii, -1.67386+.853188*ii, -.329879+.376223*ii, .149214-.74319*ii, -.474217-.241715*ii, .259928+1.29384*ii, .249356+.115115*ii, -.125085+.146814*ii, .929917-.522899*ii, .366184-.893501*ii, 1.07393+1.07399*ii, -.534969-.41698*ii
-138.088-73.4865*ii, -241.594+635.168*ii, -138.096-73.4912*ii, -644.827+483.463*ii, -.000523151-.0013754*ii, 689.014-111.87*ii, -334.269-382.447*ii, -5.16226+4.51195*ii, 1.17527e-18-2.01564e-17*ii, 177.35-302.208*ii, 2.16186e-17-3.49829e-18*ii, -359.922-2.2567*ii
-.11821+.0486421*ii, -.0271891+.349689*ii, .895657+.480809*ii, .20282-.294922*ii, -.22101-2.8425*ii, -1.58336-2.30237*ii, .149554+.0975559*ii, -1.41487+.144859*ii, -.071027-1.44064*ii, .114134+.275691*ii, -.106778+.146214*ii, -2.0881-1.13602*ii
-.374175+.126725*ii, -1.59263+1.91373*ii, -.433703+.152996*ii, -.537212+.405132*ii, -.256925-.308724*ii, 1.18714+.895323*ii, -.278724-.0922428*ii, -.0470425+.168864*ii, .685965-.608291*ii, .508161-1.44395*ii, .962379+1.19606*ii, -.875891-.26184*ii
1.33289+2.52444*ii, -.308407+1.32579*ii, -3.06779-.403223*ii, .295133+.465328*ii, -.166452-.715548*ii, -2.47243-6.066*ii, -2.58208-.205561*ii, -3.15848-1.39589*ii, 1.47916e-19-5.08274e-20*ii, .73512+.390395*ii, 4.63606e-20+1.90557e-19*ii, -3.97312+.508924*ii
.472744+.482735*ii, -.385653-.169184*ii, -.216614+1.914*ii, -.801652-.171904*ii, -2.17451+.953948*ii, -1.19277+.25579*ii, .343613+.227396*ii, -1.19238+.04778*ii, 1.2307-.299151*ii, -.67736+.444807*ii, .405031+.164701*ii, -.83805+2.19264*ii
1.03091-8.59834*ii, 4.4184+3.69968*ii, -1.03026+8.6005*ii, -3.57369-7.81969*ii, .133045-.111403*ii, -.0710014+.12327*ii, .452209+.304583*ii, -.0051503+.0119739*ii, .156461+.119324*ii, -2.69368+.576593*ii, 5.86098-5.40261*ii, -.025563-.0630125*ii
.00851746+.00310199*ii, .089493-.788343*ii, .0566246+.152237*ii, -.0391695+.0584018*ii, .142167+1.25234*ii, -.571081-.553311*ii, -.0154156-.0625808*ii, -.936482-.676305*ii, -2.76012e-17-4.62902e-17*ii, .070905+.817064*ii, -3.02504e-17-1.59046e-17*ii, .692004+.443548*ii
.0920505+.0544927*ii, .225087+.107526*ii, -1.38077-.695082*ii, .102411+.258511*ii, 3.61725-1.728*ii, 1.32479-3.3441*ii, .152061-.117796*ii, -1.84424-2.07092*ii, -.486112+.123367*ii, .209178+.0056269*ii, -.00622913-.0342186*ii, -.125407-3.01472*ii
-3.97674-1.066*ii, .198067+.398498*ii, 1.55564-.656866*ii, -.838879+2.11847*ii, 1.00018-2.0123*ii, 2.5038-2.37071*ii, -.103781-.897435*ii, -.027508-.890451*ii, 3.04978e-16-1.32011e-17*ii, .37626+.0013028*ii, 9.92148e-17-1.18417e-16*ii, -.843077-2.79086*ii
.0112974+.00136274*ii, .070025-.859108*ii, .0776299+.15293*ii, .0373039-.0672563*ii, .09425+1.15632*ii, -.647631-.4945*ii, -.0278764-.0685242*ii, -.923068-.627037*ii, -4.2152e-19-3.29522e-17*ii, .060104+.804784*ii, 4.95134e-17-1.35989e-17*ii, .670882+.36324*ii
-3.87137+3.54378*ii, 8.29135+9.2224*ii, -3.87127+3.54368*ii, 3.99406-4.44215*ii, .0539103-.0599639*ii, .058476-.0525502*ii, -8.02202-10.582*ii, -.00172321-.000167579*ii, -.0677356-.0545775*ii, 2.08473-10.1667*ii, 8.60693-10.6866*ii, -.0644483-.0132296*ii
-.0273262-.023861*ii, .234267-.602246*ii, .249665+.0368329*ii, -.218487-.0465312*ii, .561009+1.44223*ii, .948967+1.65024*ii, .070945+.0394949*ii, -.040935-.560982*ii, -1.27149e-17-1.06564e-16*ii, -.347331-.504706*ii, -1.99707e-17+3.24504e-17*ii, 1.79975+.135587*ii
.11985+.0381413*ii, .251953+.066917*ii, -1.41423-.738033*ii, .127421+.275262*ii, 3.70746-.984676*ii, 1.38515-2.99228*ii, -.140045+.15287*ii, -1.59756-2.07888*ii, -.456018+.247911*ii, .21597-.0129995*ii, -.0255435-.032117*ii, .310805-2.71894*ii
-1.41432-1.1818*ii, .0354924+.188609*ii, 7.38388+4.06925*ii, 1.07854+.440539*ii, .963602-5.12064*ii, -.794739+.324616*ii, .753686+.240013*ii, -.376126+3.51743*ii, 2.32461-5.36956*ii, -.615902-.262048*ii, -1.07191-.749708*ii, .59628-2.93402*ii
-65.5337+104.138*ii, 271.38+115.601*ii, -65.6083+104.167*ii, .0668673+.0713483*ii, .00311893-.00132858*ii, -737.312+142.76*ii, 175.827+620.077*ii, 23.638+.71678*ii, -1.18438e-17-2.735e-19*ii, 150.889-124.367*ii, 2.05228e-17-7.79038e-18*ii, -141.166+477.401*ii
.139074+.119895*ii, .249339-.41335*ii, .21824+.638783*ii, -.256812+.512577*ii, 1.07+1.77382*ii, .781465+1.55971*ii, -.0391536+.155276*ii, -.398718-.419297*ii, .474915-.116512*ii, -.193074-.589262*ii, -.0974542-.0938711*ii, 2.17296+.547706*ii
-1.11967-1.56836*ii, .0181287+.276294*ii, 6.11543+4.16833*ii, .872676+.412106*ii, .236459-3.60381*ii, -.937112+.442529*ii, -.871495-.487028*ii, -.498909+3.70248*ii, 2.19992-4.20507*ii, -.430908-.379553*ii, -.829507-.958981*ii, .72981-2.02155*ii
.0961619-.377007*ii, -2.19833-1.04276*ii, .0965624-.379047*ii, -1.60899-3.65619*ii, -.371339+.176143*ii, -.798847+3.19344*ii, .0384746+.0301395*ii, .00301502-.00407797*ii, -9.25234e-17+1.59332e-16*ii, 1.05056-.087169*ii, -3.44544e-16-4.19099e-17*ii, -.394933-1.37046*ii

component_2:
equations:
dt*F-1
m0*u0-m*u
-dt*u+dt0*u0
c^2*dt-2*c*L-dt*v^2
1.00016*c^2*F0^2-.999984*c^2*F^2-1.00003*v^2*F0^2
.999922*c^2*m0^2*u0-1.00019*c^2*u0*m^2+1.00029*v^2*u0*m^2
.999933*c^2*L0^2-.999994*c^2*L^2-.999986*v^2*L0^2
points:
68.588-128.797*ii, 83.574+348.037*ii, -68.5924+128.805*ii, 158.497-78.0922*ii, .00065234-.00271661*ii, 93.5788-209.295*ii, 62.6304-241.585*ii, -3.26091-.845386*ii, -30.7222-119.321*ii, 1.02211e-14+5.95956e-14*ii, 373.224-77.6994*ii, 3.7855e-15-6.36786e-14*ii
3.97608-.029810*ii, -9.34729+7.25698*ii, -3.97597+.029809*ii, 4.94468+3.83943*ii, -.0667494-.0518224*ii, 6.74556-.04164*ii, 8.01917-.00934*ii, -.000982624+.000775469*ii, 3.46643-3.09351*ii, -3.76398e-16+1.74267e-15*ii, 7.56983+10.8292*ii, 6.54541e-16-4.97016e-16*ii
-147.342+134.903*ii, -238.83+18.7142*ii, -147.352+134.911*ii, 278.553+124.439*ii, -.00416153-.000326087*ii, 20.1402-23.0602*ii, 167.128+156.086*ii, -2.10684+2.25589*ii, 331.733+65.4862*ii, 7.77445e-14+1.92122e-14*ii, 185.08+261.863*ii, -7.95938e-14-2.33124e-14*ii
-1.48241-.240195*ii, 1.78956-2.46691*ii, -1.55666+.354868*ii, -.351122-.099187*ii, .192671+.265597*ii, -1.98414-1.14341*ii, -2.04439+.235387*ii, -1.57439-.972588*ii, -.198907+2.63106*ii, -4.06735e-16+3.17746e-17*ii, -1.05891-1.2057*ii, 4.26739e-16-3.33373e-17*ii
.84061-.14132*ii, -1.40912+.232631*ii, -.161597-.158563*ii, .678574+.135007*ii, -.690836-.11405*ii, .0636767+.437246*ii, .575849-.218694*ii, -.575134+.240277*ii, .075976-.612408*ii, 1.18879e-16+1.94779e-16*ii, .586521+1.74161*ii, -1.33059e-16-3.24896e-17*ii
-67.9042+124.189*ii, -66.6883-349.74*ii, 67.9086-124.197*ii, -162.196+68.0578*ii, -.000526076+.00275895*ii, -102.393+201.035*ii, -73.9063+229.181*ii, -3.09348-.997588*ii, 22.5493+121.759*ii, -3.66593e-15-2.10919e-14*ii, -372.644+58.4756*ii, -2.91143e-14-1.12365e-14*ii
-.646138-1.89658*ii, -.151731-.0302577*ii, 7.44357-11.9618*ii, -.813974-.422828*ii, -6.33856+1.26402*ii, 2.56431+6.55474*ii, .789127+.755071*ii, 7.66643+.671878*ii, -9.41659-3.59548*ii, 5.8497e-17-1.03463e-15*ii, -2.31722+4.22942*ii, 6.99425e-16-2.21059e-15*ii
.666825+1.0342*ii, -1.64662-1.68523*ii, -.3209-1.15538*ii, -.545025+.112766*ii, -.296616+.30357*ii, -.207155+1.43425*ii, .398428+1.03113*ii, -.69138-.482148*ii, .0577571+.209253*ii, 5.90791e-17+1.29162e-16*ii, -1.36654+1.71525*ii, -2.06953e-16+4.66043e-17*ii
-1.62274+.191481*ii, .590005-2.1929*ii, -1.86923+.793439*ii, .440255+.159866*ii, .114411+.425235*ii, -1.7008-.919821*ii, -1.55852+.783323*ii, -1.44387-.777605*ii, .950561+2.52785*ii, -1.25838e-16+1.37306e-16*ii, -.45488-.164887*ii, -9.38827e-17+2.67218e-17*ii
-9.62839-5.53544*ii, 4.6345+.067247*ii, 10.6867+6.66949*ii, .0681505+.389355*ii, .215728-.0031302*ii, -6.90485-.257929*ii, -8.99753+10.7912*ii, 5.04143+5.78159*ii, 3.61597-2.53674*ii, -1.50664e-15-4.31091e-16*ii, -2.92763-3.50448*ii, 1.3212e-15-2.61183e-16*ii
5.87421+3.10869*ii, 1.44075+7.87468*ii, 5.87406+3.1086*ii, 1.66606-9.10217*ii, .0224815-.122876*ii, -.566085-.07044*ii, 4.36972-5.42166*ii, -.000425579+.0013506*ii, -.77529-11.8793*ii, 3.35361e-16+2.20932e-16*ii, 6.83589-6.06977*ii, 5.15278e-16+5.31823e-16*ii
-.995734+4.73035*ii, -7.60046-9.89747*ii, .995708-4.73022*ii, -3.61573+4.7089*ii, -.0488063+.0635566*ii, -.798881+7.93363*ii, 1.19122+9.77962*ii, .00144634-.000693493*ii, 2.89138+2.88864*ii, -1.27471e-16+1.27363e-15*ii, -10.615+8.30337*ii, -8.32923e-16-4.17823e-16*ii
-3.20629+4.0323*ii, -7.67862+2.42976*ii, -3.2062+4.03219*ii, 8.77036+2.77497*ii, -.118379-.0374588*ii, .893575-.501257*ii, 6.34324+4.4922*ii, .000394336-.00103043*ii, 9.48754-.61298*ii, -9.47583e-16+3.25494e-15*ii, 7.00326+8.38266*ii, -1.05707e-15+2.32006e-16*ii
.612961-.006046*ii, -1.3465-.026834*ii, -.200905-.316676*ii, .669167+.080755*ii, -.742372+.014795*ii, -.021697+.520992*ii, .450869-.0589315*ii, -.482716+.133603*ii, .0725788-.40618*ii, 7.39894e-17-1.09862e-16*ii, .448957+1.69251*ii, -2.9935e-17+3.16314e-17*ii
-.463815+.548157*ii, -.690723-.205546*ii, .213505-.447501*ii, 1.55048-.806927*ii, -1.32998+.395777*ii, -.632083+.539436*ii, .190072-.0778333*ii, .159845-.0320667*ii, .156645-.426244*ii, -4.14456e-16-4.75495e-16*ii, 1.05513+.959496*ii, 2.43188e-16-3.3975e-16*ii
-1.11181-.449553*ii, -.594837-.188943*ii, -.711289-.741046*ii, 1.8404+.188229*ii, -1.52706+.485054*ii, -.244255-.0303548*ii, -.31128-.0902805*ii, .278402-.0356291*ii, -.102631+.82248*ii, -1.12406e-16-9.1774e-18*ii, 1.30234+1.68983*ii, 2.09221e-16-2.02887e-16*ii
-4.11061-4.80366*ii, -2.41933-6.88567*ii, -4.1105-4.80353*ii, -3.36464+9.57613*ii, -.0454201+.129271*ii, 1.21408+1.15726*ii, -3.93638+6.83239*ii, -.000615589+.00106253*ii, -1.42516+9.65811*ii, -5.72948e-16-7.56869e-16*ii, -7.69974+8.33603*ii, 1.15025e-15+1.18074e-15*ii
1.11081-.468445*ii, -1.59818-.204522*ii, 1.24921+.224671*ii, -.530112-.229768*ii, -.615631+.078783*ii, -.402463+1.36245*ii, -.720746+.754245*ii, -.25149+1.09203*ii, .172777-1.25516*ii, 4.90644e-16-3.09889e-17*ii, -.877828+1.26827*ii, 3.85642e-16-1.43731e-16*ii
-.701691-1.58253*ii, -.126161-.124644*ii, -.82711-10.572*ii, -.840058-.399217*ii, -4.01114+3.9629*ii, 4.28817+2.82557*ii, -.705845-.606463*ii, 4.91485-2.76966*ii, -7.71185+2.10107*ii, -4.93121e-16-6.68593e-17*ii, .151001+3.51363*ii, -1.06666e-16+8.84187e-16*ii
2.54325-.495601*ii, -.857645+.906486*ii, 1.68779-.442453*ii, -.780227-.742676*ii, -.550735-.582098*ii, .094029+1.06762*ii, .696408-.980452*ii, -.555423+.70114*ii, -1.324-2.62058*ii, 5.76347e-17+4.09333e-17*ii, -.224456+.644332*ii, 1.72904e-16+1.228e-16*ii
-1.19381-.768143*ii, -.721614-.026320*ii, -.966161-.914738*ii, 2.01403+1.0749*ii, -1.38394+.050478*ii, .0552045-.294787*ii, .309863+.0252821*ii, .170159-.081256*ii, -.185403+1.01609*ii, -1.07782e-16-1.11141e-16*ii, 1.39078+2.43309*ii, 1.49655e-16-1.41325e-16*ii
